	1207,37,152
1702284	161,6,892,404,209,349
1702285	1409,404
1702286	335,145,306,144,404,69,1054
1702287	404,86
1702288	1761,2557,404
1702289	778,404
1702290	175,404,0
1702291	404,526
1702292	474,404
1702293	404,478
1702294	778,792,7,404,803,2404,289,175,687,992,381,114,842,3981,775,222,540,2150,324,2492,134,426,2087,105
1702295	175,404
1702296	838,471,67,84,404,1136
1702297	938,46,404
1702298	275,404
1702299	384,404
1702300	404,111
1702301	483,404
1702302	267,404
1702303	1880,860,404
1702304	404,694
1702305	529,366,111,795,404,1046
1702306	488,404
1702307	404,1152
1702308	6,404,0
1702309	404,74,1024
1702310	1151,352,404,2498
1702311	455,467,344,404,167
1702312	600,404
1702313	107,2582,404,4072
1702314	392,404,858
1702315	170,0,456,52,555,6,3134,404,583
1702316	404,161
1702317	87,187,562,404,281
1702318	474,404
1702319	972,404,198
1702320	930,404
1702321	1909,670,267,404,1920,879,381,1201,691
1702322	404,847
1702323	953,404,2370
1702324	1623,404
1702325	1870,404
1702326	404,105,222
1702327	404,1096
1702328	397,1484,17,404,387
1702329	1054,404
1702330	930,404
1702331	52,404,578
1702332	404,809
1702333	1561,1981,2211,67,404,382,3044,1897
1702334	430,404,486
1702335	1142,404
1702336	378,1635,471,404,1977
1702337	330,404,3488
1702338	418,404
1702339	529,404,650,847,354
1702340	348,404
1702341	1669,404
1702342	474,404
1702343	4,399,404,1632
1702344	28,1489,474,3172,404,1727,105,1201
1702345	314,145,404
1702346	172,3915,404,75,1787
1702347	911,404
1702348	621,409,218,397,1759,15,404,260
1702349	162,1021,68,2770,155,404,2535
1702350	227,655,404,36,89
1702351	2245,618,404
1702352	404,1086,222
1702353	618,172,700,2482,67,404,947,416,106,222,1354
1702354	29,404
1702355	2433,404,86
1702356	2830,404
1702357	528,618,193,1208,483,79,404,19,41,148
1702358	238,404
1702359	105,106,404
1702360	384,161,175,404,1202,105
1702361	1243,404,76,86,222
1702362	3602,2398,2408,26,3174,404,0
1702363	199,404
1702364	2980,2230,404
1702365	314,404,1766
1702366	262,411,351,404,260
1702367	666,404
1702368	721,306,474,483,404,2717
1702369	2594,404
1702370	404,517,650,2706
1702371	404,76,86
1702372	1635,404
1702373	375,409,175,575,404,76,167,513,19,222
1702374	1030,249,404
1702375	1224,404
1702376	268,97,1199,404,1135,776
1702377	225,445,74,481,404,76
1702378	2394,404,306,259
1702379	665,1820,256,404,354
1702380	175,404
1702381	418,34,404
1702382	404,847
1702383	621,372,404,69
1702384	474,413,795,404
1702385	170,1512,404,3830,2347
1702386	49,3538,404
1702387	23,404
1702388	937,729,418,404,32
1702389	1677,1377,979,404,53
1702390	1525,108,853,404,354,909,747
1702391	314,404
1702392	144,276,404
1702393	1317,411,365,934,404,359,249,717,1057
1702394	778,555,998,459,418,404,2080,1514,175,74,1901,381,954,1017,9,86,968,1681,201,493
1702395	170,404,28,198
1702396	566,404
1702397	374,295,404,870
1702398	350,404
1702399	1864,111,1615,199,404
1702400	479,404
1702401	105,404,200
1702402	529,226,366,145,111,404,1046
1702403	94,404,209,33,8,201,0
1702404	1776,3642,1344,404,382,1897
1702405	803,721,778,28,145,306,144,404,358,947,327
1702406	404,2717
1702407	621,732,68,3606,155,404,2156,2270,775,19,27
1702408	404,3054
1702409	1642,404,222,1901
1702410	440,404,720
1702411	127,404
1702412	50,528,225,6,404,209,75
1702413	605,2550,2216,404,1506
1702414	1951,404
1702415	932,617,404,86
1702416	404,1209
1702417	148,3869,2512,404
1702418	242,404
1702419	238,404
1702420	1964,146,404,1075,1371
1702421	1723,97,1643,1522,4579,1641,133,1197,580,2101,404,1331,905,532,747,1492,3231
1702422	1224,3799,2373,404
1702423	1344,404,1472
1702424	409,396,205,175,351,155,404,1613,493
1702425	404,486
1702426	226,120,2494,404,588
1702427	409,188,1525,240,404
1702428	404,499
1702429	1487,840,388,2408,1124,404
1702430	106,404
1702431	1742,756,342,404
1702432	275,404
1702433	679,404
1702434	27,32,404,76
1702435	803,734,366,111,404,1135
1702436	28,401,153,691,404,358,106,1347
1702437	922,404
1702438	145,404,2167
1702439	327,404,6
1702440	323,529,226,1080,28,2394,935,306,2664,404
1702441	356,404
1702442	201,404
1702443	193,161,54,210,404
1702444	488,78,3915,404
1702445	404,671
1702446	3359,825,404,192,302,2284,27
1702447	1378,314,205,134,1303,1615,372,2107,3000,404,113,3144,1087,1117,584
1702448	249,404
1702449	517,404
1702450	313,404
1702451	384,162,79,404,1437
1702452	494,175,111,105,404,75,157,0,493
1702453	427,242,404
1702454	475,254,404
1702455	546,397,404
1702456	366,404
1702457	954,404,694
1702458	109,306,474,404,69,327,106,573
1702459	404,792
1702460	404,1339
1702461	17,314,404,223
1702462	381,350,404,651
1702463	972,144,404
1702464	1593,1753,1554,375,866,1018,1886,404
1702465	972,3717,404
1702466	202,172,404
1702467	162,404,445
1702468	314,1062,226,28,708,936,1678,875,166,668,270,479,404,814,500,1017
1702469	2918,404
1702470	1624,404
1702471	376,591,404,575
1702472	109,145,495,306,907,404,358,69,165
1702473	326,404
1702474	930,404
1702475	538,397,404
1702476	600,404
1702477	1066,404,38,19,27,1537
1702478	719,404,717,2887
1702479	1411,481,1647,404,1490,513
1702480	404,935
1702481	517,0,238,779,404,651,500
1702482	409,575,79,966,267,404,155,475,513,1409,27
1702483	17,663,404,14
1702484	930,404
1702485	778,670,306,404,814,532,69,2537
1702486	96,225,494,346,404,209,137,1263,52,74,100,11,652,697,9,277,6,180,1188,29,525,427,48
1702487	404,409
1702488	404,3054
1702489	15,17,378,404
1702490	79,488,404
1702491	404,86
1702492	404,3629
1702493	105,2161,404
1702494	3166,404,2100,2581
1702495	2530,3785,175,404,783
1702496	459,404
1702497	404,69
1702498	2703,68,2010,155,404
1702499	483,404
1702500	959,404
1702501	528,690,162,3059,6,404,1713
1702502	2119,1504,265,344,404
1702503	360,155,404
1702504	1420,1048,22,404,148
1702505	360,384,930,356,529,79,138,418,404,354,381,1142,424
1702506	1161,529,792,404,424,755,2394,144,532,618,1338,114,1270,67,1112,222,109,3427,2492,134,366,111,795,113,105
1702507	1354,144,404
1702508	404,1265
1702509	1142,404,0
1702510	60,404,2591
1702511	404,610
1702512	112,404
1702513	324,1540,74,842,404,86
1702514	404,691
1702515	474,404
1702516	474,67,404,54
1702517	2925,566,136,411,344,404,501,1117,985,499
1702518	1561,262,1981,238,575,404,1897,493
1702519	404,401
1702520	1378,404,473
1702521	404,105,28
1702522	1403,404,69
1702523	155,404
1702524	814,404
1702525	618,487,404,2717,105
1702526	188,404,409,240
1702527	2277,2121,404
1702528	1000,536,404
1702529	404,6
1702530	26,404
1702531	1946,2195,1872,805,346,1266,210,459,849,3375,404,2924,841
1702532	238,404
1702533	778,404
1702534	445,404,36,1106,1150,1605
1702535	109,291,175,346,404,783,1117
1702536	413,404,1096
1702537	2439,320,826,418,404,540
1702538	456,175,180,79,490,855,404,0
1702539	19,404
1702540	1371,3044,222,404
1702541	314,917,404,38,76,710
1702542	738,226,92,52,555,78,334,183,404,75,274,0
1702543	2394,404
1702544	166,404
1702545	144,404,27,691
1702546	197,404
1702547	1086,404
1702548	363,474,404,69,416
1702549	474,2394,795,404
1702550	401,114,306,474,67,404,327
1702551	6,404,113
1702552	475,404,44,3603
1702553	657,404
1702554	27,404,222
1702555	226,404,111
1702556	1469,404
1702557	936,145,1608,306,130,210,67,404
1702558	233,2257,240,155,404,19,2401,634
1702559	224,404,18,34,386
1702560	618,2353,404,1201,2900
1702561	930,404
1702562	79,488,404
1702563	201,404
1702564	2170,404
1702565	249,404
1702566	1118,404
1702567	2510,32,404,306
1702568	1525,404
1702569	180,404,681,28
1702570	377,497,404
1702571	404,41
1702572	434,1502,487,404,36,2141,989,1076,469,33,2776
1702573	494,366,404,809,242
1702574	242,404
1702575	67,404
1702576	618,3427,366,404,608
1702577	404,3105
1702578	1990,404
1702579	79,404
1702580	50,243,504,414,794,1958,26,714,632,404,1834
1702581	404,3537
1702582	50,225,3501,2634,7,483,1586,187,404,1856,1150
1702583	1019,212,1565,187,404,8,868
1702584	404,172,145,2717
1702585	404,866
1702586	803,2090,67,404,971
1702587	221,418,404,1356
1702588	1086,600,404
1702589	1317,175,399,474,404,1863,2226,222,493
1702590	3750,3510,2245,67,404,2507,2591
1702591	404,858
1702592	1080,1483,175,74,842,404,1473,356,775,1052
1702593	384,2499,345,385,849,795,404,1473
1702594	375,179,1498,640,404
1702595	404,74,2140
1702596	404,929,717
1702597	404,740,673
1702598	336,803,348,2183,28,743,474,404,106,1255
1702599	291,2090,1250,404
1702600	1224,2171,404,982
1702601	106,404,1771
1702602	1224,404
1702603	404,222
1702604	930,404
1702605	3638,404
1702606	366,1200,404,651,105
1702607	474,404,573
1702608	558,418,404,41,222
1702609	145,404
1702610	404,445
1702611	663,97,90,87,3202,1124,404,702,2432
1702612	404,3505
1702613	404,217
1702614	292,404,217,2485
1702615	107,404,357
1702616	529,226,111,404,1046
1702617	79,842,404
1702618	440,404
1702619	324,404
1702620	404,351
1702621	4,404
1702622	404,1563
1702623	67,404
1702624	109,404
1702625	1593,1135,404
1702626	50,3784,1507,694,2226,1851,6,3550,130,79,404,685,33,1874
1702627	90,188,728,404,628
1702628	833,404,739
1702629	329,404,77,588
1702630	175,68,351,155,404
1702631	404,86
1702632	1392,1635,404,76,1655,475
1702633	1854,404
1702634	404,222
1702635	404,111
1702636	79,932,404
1702637	404,436
1702638	474,404
1702639	314,404
1702640	411,891,404,2788,222
1702641	1880,404
1702642	114,474,404,1399,2870,1656,1349,2498
1702643	166,404
1702644	1317,404,69
1702645	109,233,488,404,19,200,536,148
1702646	68,3227,15,404,118
1702647	6,404,346
1702648	5,404
1702649	404,2574
1702650	381,11,404
1702651	903,968,670,404,313,415
1702652	2474,404,401,691
1702653	404,1349
1702654	1142,404
1702655	404,76,805
1702656	404,76
1702657	1593,324,153,404,398
1702658	1252,139,162,142,239,114,1011,134,1692,433,80,270,404,1707,195,552,0,140
1702659	1483,404
1702660	528,443,193,0,445,345,404,1605
1702661	795,404,554
1702662	474,1791,404,533
1702663	17,404
1702664	538,14,2763,205,3465,934,67,17,404,510
1702665	676,193,1061,622,404,1150
1702666	323,704,404
1702667	1309,404
1702668	827,610,145,306,970,474,617,404,242
1702669	344,760,1086,404
1702670	201,404
1702671	317,321,404,691
1702672	3252,404
1702673	732,404,240
1702674	1880,404,1106
1702675	602,404
1702676	518,404,46
1702677	1054,404
1702678	323,404,610
1702679	262,404
1702680	1405,404
1702681	404,396
1702682	348,554,858,404,392,486
1702683	145,404
1702684	1824,404
1702685	947,404
1702686	488,3062,74,404
1702687	404,905
1702688	426,175,79,404,113,242
1702689	1396,404,351,86
1702690	778,811,404,69,1141,222
1702691	268,404
1702692	513,404
1702693	1737,404,792
1702694	1990,109,404,532
1702695	529,226,366,145,111,795,404
1702696	1880,404
1702697	529,226,366,111,404,1046
1702698	378,262,731,404,2042,718
1702699	474,326,404
1702700	404,792
1702701	3473,404,2122
1702702	618,778,404,1141
1702703	719,3670,404
1702704	262,497,404
1702705	2183,778,529,28,3852,111,474,404,69,313
1702706	972,2016,404
1702707	404,222
1702708	456,314,404
1702709	404,776
1702710	775,105,0,404
1702711	426,404,222,493
1702712	1059,205,267,404,155,325
1702713	1157,404
1702714	3574,404
1702715	1128,2270,404
1702716	404,86
1702717	1378,2550,481,404,930
1702718	0,934,1641,342,707,3134,1868,107,404,1472,963
1702719	225,1220,1547,74,404
1702720	381,1142,404
1702721	1662,404
1702722	381,404
1702723	112,106,404,124
1702724	595,409,922,292,856,707,154,462,404,478,581,337,477,1265
1702725	226,404,779
1702726	1854,404,4444
1702727	404,1864,501
1702728	404,2078
1702729	67,404
1702730	840,404
1702731	291,404
1702732	67,3514,404
1702733	409,779,404,76,86,113,19
1702734	528,225,703,6,355,404,427,2206
1702735	144,106,404
1702736	363,170,142,114,11,404,23,69,1165,113,237,424
1702737	1890,268,404
1702738	618,307,593,404,475,499
1702739	1929,404
1702740	613,103,404
1702741	193,74,67,404,182
1702742	930,404
1702743	157,404
1702744	291,617,404,1710
1702745	97,1374,2317,79,2619,404,510
1702746	1042,67,404,222,486,573
1702747	566,658,404,930,1473
1702748	67,404,670,306
1702749	932,161,114,134,1179,404,356
1702750	1420,3901,476,404
1702751	201,291,404,168
1702752	1947,404,968,935
1702753	721,226,580,1433,404,532
1702754	19,404,2429
1702755	291,404,501
1702756	1593,404
1702757	2640,269,1021,97,1374,2201,2697,79,67,1124,404,2156,1951,19,1553
1702758	1880,404
1702759	404,0
1702760	2271,239,238,2664,1779,404,971,1117,157
1702761	179,538,404
1702762	111,404,935
1702763	1439,404
1702764	404,445,75
1702765	3166,1761,2090,346,67,3544,404,809,1471,242
1702766	930,404
1702767	1217,481,17,404,599,88,349,222
1702768	97,1005,349,812,152,404,19
1702769	778,320,394,270,144,404,2646,1112,222
1702770	67,404
1702771	307,404,871,14
1702772	307,404
1702773	714,242,404
1702774	404,501
1702775	404,93
1702776	529,3427,734,380,2027,3514,935,483,67,404,879
1702777	721,32,404,2479
1702778	231,90,267,404,584,4229
1702779	404,140
1702780	324,494,404,58,1354,222
1702781	404,0
1702782	205,779,404,876,985,1409
1702783	404,1059
1702784	109,404
1702785	934,404
1702786	404,86
1702787	1880,1052,404
1702788	1100,276,77,329,797,404,1096,757
1702789	2830,404
1702790	1086,2027,404,58,222
1702791	778,404
1702792	404,2766
1702793	404,111
1702794	538,2601,404,375
1702795	269,451,1378,731,68,452,27,1200,404,2084,1117,349,222
1702796	475,404,373
1702797	531,2072,456,703,853,404
1702798	404,377
1702799	930,404
1702800	404,1150
1702801	11,404
1702802	346,404,28,358
1702803	877,360,1080,185,1157,474,404,745
1702804	808,404
1702805	67,404,1370
1702806	31,2220,2970,404,1809,600
1702807	1795,404,501,1847,1303
1702808	1151,404,1527,1356
1702809	426,404,111
1702810	234,404
1702811	130,404,69
1702812	404,2440
1702813	289,418,404,330
1702814	22,4,404
1702815	292,404
1702816	67,404,1658,1608
1702817	905,17,67,404,1580
1702818	404,200
1702819	416,404
1702820	197,112,404
1702821	621,805,640,79,1942,404,41
1702822	157,404
1702823	1221,921,233,97,498,787,872,481,79,404,3563,1736,131,1654,19
1702824	1158,404,1973
1702825	9,404
1702826	267,19,404
1702827	778,610,729,404,222
1702828	2215,3514,404,2950,1870
1702829	106,404
1702830	104,342,404
1702831	1593,494,409,238,345,175,74,670,703,166,404,260,847,1303,0,1167
1702832	175,404
1702833	2394,462,404
1702834	268,404
1702835	404,1191,1494,445
1702836	67,56,404
1702837	323,531,239,291,461,404,201,929
1702838	628,404
1702839	1609,1358,404,3097
1702840	1151,404,811
1702841	510,97,404,373
1702842	1409,404
1702843	2082,342,404
1702844	618,404
1702845	144,404
1702846	9,404,2896
1702847	404,630
1702848	1440,2198,650,404,0
1702849	1378,324,517,161,2834,289,1086,2529,111,404,4,600,1135,543
1702850	714,1200,404,1385,392
1702851	395,404
1702852	930,404
1702853	109,404
1702854	2688,3220,404
1702855	2094,404,1472
1702856	483,1351,404
1702857	538,404,46
1702858	356,1473,404
1702859	1549,404,198
1702860	109,404,9,0
1702861	344,814,404
1702862	1354,404
1702863	145,404
1702864	529,445,375,1225,1366,404,1150,930,0
1702865	170,190,814,404
1702866	381,404,461
1702867	404,69
1702868	538,404,46
1702869	79,404
1702870	404,858
1702871	404,122
1702872	2128,404
1702873	528,648,193,185,456,78,180,1266,404,36,195,1819,0
1702874	106,404
1702875	1251,597,392,1048,166,385,795,404,327,1260,473,608,105,1236
1702876	1824,404
1702877	360,404
1702878	105,404
1702879	193,404,445,182
1702880	363,404
1702881	392,404,2800,136
1702882	289,1737,681,1208,22,1990,474,404,809,200,374,4,2096
1702883	144,404,610
1702884	3283,404,373
1702885	109,404
1702886	404,2766
1702887	67,404
1702888	212,666,111,404,1054
1702889	346,210,459,849,3375,404,2924
1702890	67,404,2122,3054
1702891	262,384,350,291,404,381
1702892	238,404
1702893	404,805
1702894	404,866
1702895	88,404,599
1702896	619,404
1702897	404,670
1702898	314,670,474,344,404,3748
1702899	1880,404,3629
1702900	404,3981
1702901	1512,404,685,0
1702902	159,395,404,316
1702903	1593,323,524,1725,829,168,2169,11,404,1316,1988,1538,3368,1071,789
1702904	1404,1206,306,79,849,404,113
1702905	842,418,404,200
1702906	109,404
1702907	109,404
1702908	577,1306,404
1702909	546,404
1702910	1446,461,2108,404,2796
1702911	404,809
1702912	162,404
1702913	201,404
1702914	714,404
1702915	404,6
1702916	404,493
1702917	3555,90,818,365,7,404
1702918	404,6,1756
1702919	199,404
1702920	474,404,58,734
1702921	566,291,306,474,404,933,1296,0
1702922	314,404,2024
1702923	144,404,499,935
1702924	381,404,531
1702925	2213,404
1702926	663,404
1702927	1880,404
1702928	1507,404
1702929	647,384,670,168,1018,459,138,418,404,745,930,909
1702930	1771,483,404,2717,532,106
1702931	1602,1175,404
1702932	404,306,691
1702933	2492,3046,404
1702934	404,819
1702935	3831,404,260
1702936	1170,404
1702937	404,320
1702938	404,1942,2748,86
1702939	2778,404
1702940	1128,396,205,461,240,267,404,1490,76,909,2076,1530,378,932,233,219,97,854,175,1930,1587,275,679,15,260,86,775,747,513,499,985,904,238,593,481,421,41,19,493
1702941	348,404
1702942	404,41
1702943	778,558,1740,404,1046
1702944	1803,858,67,404,1307,392
1702945	349,404,239
1702946	162,404,76,513,19,493
1702947	283,404,293
1702948	1821,575,404,2031,513,3318,4064
1702949	1880,6,11,404,1106,195,4
1702950	14,679,2502,404,1281
1702951	632,23,404,532
1702952	2510,404,671,2763
1702953	404,717,53
1702954	404,6
1702955	278,546,404,164
1702956	364,2410,1659,3088,404,599,1601
1702957	778,404
1702958	3237,324,404,1863,242
1702959	529,1378,486,404
1702960	833,1118,350,242,219,238,411,175,351,461,779,79,2502,267,678,404,1136,997
1702961	85,97,1645,1022,1964,548,404
1702962	652,778,404
1702963	306,166,67,474,404,242
1702964	404,1605
1702965	745,175,74,404,381,608
1702966	201,404
1702967	513,404,222,2419
1702968	825,404
1702969	11,404,222
1702970	1686,474,389,404,1681,809,242
1702971	404,611
1702972	721,404
1702973	384,356,291,404,381
1702974	307,825,518,67,404
1702975	67,392,404
1702976	356,404,439
1702977	1880,404
1702978	275,404
1702979	1593,404
1702980	404,354
1702981	657,1135,404
1702982	348,404
1702983	162,193,9,682,639,3728,404,1150,0
1702984	187,404,1106
1702985	109,416,404
1702986	404,28
1702987	3505,404,1949
1702988	1776,1981,610,2211,3062,2718,404,382,1136,1897,493
1702989	404,627
1702990	775,2976,778,2197,28,529,320,630,418,404,2001,198,69,420,809,327,1399
1702991	721,404
1702992	666,404
1702993	721,145,1358,404
1702994	404,1153
1702995	201,1200,404
1702996	324,404,69,2364
1702997	373,17,404,599,221
1702998	2211,452,67,404,382
1702999	2580,404,445,1150
1703000	404,1150
1703001	67,404
1703002	294,404,2974,1872
1703003	67,112,404
1703004	1747,404
1703005	459,404
1703006	515,934,404,422,316,1093,2079
1703007	390,404
1703008	127,17,404
1703009	849,404,792
1703010	270,404,36
1703011	4056,404
1703012	404,809
1703013	266,404
1703014	401,145,845,474,404
1703015	96,404
1703016	404,241
1703017	9,7,849,1191,686,404,327
1703018	3608,404
1703019	2596,755,792,805,1151,111,404,971
1703020	584,344,404
1703021	404,296
1703022	721,404,2937
1703023	474,95,404,176
1703024	1853,404
1703025	67,314,404,858
1703026	67,404,76,627
1703027	2004,404
1703028	160,404
1703029	179,404
1703030	201,404
1703031	474,404
1703032	363,352,2537,404,113,3468,2701
1703033	2394,306,1990,344,404
1703034	382,404,93
1703035	378,818,3298,404,19,27
1703036	475,404,373
1703037	474,404
1703038	404,472
1703039	546,404
1703040	3672,19,404
1703041	172,517,811,578,2412,291,1086,635,481,270,404,809,325,105,222,691
1703042	240,1428,67,617,404,1788,228
1703043	3754,404
1703044	1003,404,354
1703045	1290,1576,404
1703046	364,721,1086,306,474,270,418,404,809,69,945,144,930,106,222
1703047	1880,404,1106,1150
1703048	404,599,838
1703049	434,729,779,404,58,222,424
1703050	510,404
1703051	1000,1142,2553,404
1703052	145,404
1703053	22,860,404,1106
1703054	404,501
1703055	778,404,69
1703056	404,1949
1703057	196,404
1703058	426,937,998,1583,1887,1868,418,404,992,847,1224,3137,222
1703059	1293,404,111
1703060	19,404
1703061	404,0
1703062	3362,401,1812,366,145,306,474,344,404,198,358,106,573,1255
1703063	162,531,145,111,67,404,1205,222
1703064	860,404,6
1703065	243,404,991
1703066	109,1176,3341,3961,1345,1433,404,1380,635,588,1333
1703067	404,401
1703068	1409,404
1703069	2064,79,404,1142,105
1703070	193,409,1248,2334,175,68,779,79,138,911,404,775,600,1900
1703071	459,404
1703072	498,68,404,76,167,19
1703073	144,404
1703074	404,200
1703075	1783,404
1703076	270,1295,404
1703077	404,532
1703078	108,564,580,67,404
1703079	2342,404,296
1703080	404,3858
1703081	2271,404,1035
1703082	79,404,734
1703083	3123,404
1703084	196,404
1703085	1142,404
1703086	1558,404
1703087	3178,404,1059
1703088	375,6,1018,79,138,418,404,1224,222
1703089	474,404,935
1703090	404,493
1703091	161,445,367,404,113,3836
1703092	1669,404
1703093	778,324,2181,289,238,670,418,857,404,1153,691
1703094	404,1655
1703095	22,404
1703096	1234,404,76,1535
1703097	795,404
1703098	600,404,161,168
1703099	474,404
1703100	588,404
1703101	29,162,445,52,74,404,1237,105,0
1703102	157,404
1703103	307,404
1703104	396,681,564,404,69,105,493
1703105	268,375,1225,17,208,404,88
1703106	1298,1999,218,404,1788,1414,254
1703107	97,3810,26,404,1150
1703108	1118,803,238,544,404,510,177
1703109	1303,404
1703110	404,2240,1491
1703111	404,875
1703112	193,404
1703113	2976,778,760,404,1135
1703114	2633,2172,22,404,1519,485
1703115	162,404
1703116	592,404
1703117	148,404,661
1703118	197,690,324,494,0,330,1483,120,456,52,404,137,247,237,274
1703119	2904,404
1703120	648,1191,404,209,756
1703121	404,373
1703122	50,937,459,196,404,182
1703123	392,404
1703124	392,226,404,2748
1703125	716,404,502,1991,900,775,1654
1703126	404,809
1703127	378,808,731,787,352,68,640,404,76,167,32,349
1703128	404,517,933
1703129	14,404,2948,1182
1703130	270,404,176
1703131	193,404
1703132	1854,404
1703133	600,404
1703134	795,404,2731,1201
1703135	2610,1501,404,1736,242
1703136	94,404,316,986
1703137	404,27,1522
1703138	149,404,610
1703139	378,941,404,205
1703140	404,98
1703141	2450,166,7,404,573
1703142	451,352,266,404
1703143	296,342,1641,574,191,6,3254,404,685,1052,2097
1703144	404,0
1703145	1803,404,373
1703146	633,404
1703147	97,179,404,599,718
1703148	3092,275,380,1602,404
1703149	554,936,366,858,1266,155,404,473,381,392
1703150	67,795,404
1703151	1598,1749,1423,4019,3283,67,404
1703152	2596,778,320,1671,1151,270,404,200,704,190
1703153	1460,697,860,1641,6,1633,404,1150,420,1605
1703154	404,275,113,2096
1703155	404,6
1703156	29,1148,239,805,603,399,1747,79,488,404,86,1587,182,148,567,493
1703157	538,17,1158,404,963,819
1703158	1875,404
1703159	651,418,404,583
1703160	2904,404,1339
1703161	1239,3104,426,404,3505
1703162	127,538,467,266,267,404,38,76,146,938,88,95,46,387,204,2336,15,17,568,27
1703163	721,778,1881,2834,2216,404,501,1224
1703164	378,373,881,154,404,359,254
1703165	19,404
1703166	404,532
1703167	591,404
1703168	185,2834,2669,669,404,198
1703169	440,614,404,421
1703170	404,1150
1703171	568,404
1703172	1483,2274,404
1703173	324,404
1703174	109,404
1703175	179,404,2717,2142
1703176	2303,404,881
1703177	395,404
1703178	404,564
1703179	426,404
1703180	226,404
1703181	1278,404
1703182	2688,404
1703183	382,404
1703184	404,27
1703185	488,404
1703186	1117,2212,404,1209
1703187	1117,1225,404,478
1703188	197,193,1487,445,404,75,200,0
1703189	2062,4330,404,260
1703190	404,28
1703191	404,409
1703192	67,242,404
1703193	404,1565
1703194	109,401,145,845,404,416
1703195	323,803,566,1248,571,2058,404,933,2583
1703196	79,404,113,200,493
1703197	291,600,404,41
1703198	107,404
1703199	621,404
1703200	148,270,404
1703201	162,404,0,2174
1703202	618,289,858,2051,372,67,404,200,1462
1703203	201,404
1703204	127,95,17,404,128,510,1955
1703205	233,2108,152,404,76,19,493
1703206	778,404,858,691
1703207	29,197,2028,324,679,6,270,404,75,201,600,105,0
1703208	404,128
1703209	930,404
1703210	1936,294,3574,404,192,236
1703211	2640,375,1248,68,2843,404,221,848,584
1703212	1769,238,404,2364,583
1703213	539,404,27
1703214	109,366,404,1701,19
1703215	307,67,485,404
1703216	721,404
1703217	363,197,1662,404,1043
1703218	404,3936,908
1703219	860,404,1150
1703220	197,1295,1805,558,79,404,501
1703221	404,113
1703222	930,404
1703223	262,566,787,238,743,68,564,593,481,152,404,673,60,32,485,421
1703224	474,404
1703225	404,86
1703226	1135,404
1703227	404,1086,2574
1703228	97,805,68,39,481,404,76,86,501
1703229	1383,715,404,1590
1703230	145,404
1703231	1063,1641,404,296
1703232	404,41
1703233	193,31,577,2305,404,36,2569,293,930,1135,3100
1703234	109,803,404,69,106
1703235	1080,2664,474,849,404,392
1703236	74,404
1703237	593,1274,846,372,404,2063
1703238	1880,404
1703239	1157,985,404
1703240	404,500
1703241	404,452,835
1703242	404,670
1703243	1298,67,404,734
1703244	109,324,2140,366,635,79,404,501,381
1703245	1170,404
1703246	19,404
1703247	79,404,137
1703248	404,1068
1703249	289,517,404,2267
1703250	1854,404,3071
1703251	112,404
1703252	2555,404
1703253	314,242,404
1703254	201,404
1703255	3643,778,145,404,1549,930,691
1703256	930,404
1703257	3061,219,154,404,1409,3969
1703258	378,592,231,840,1059,946,404,673,228,1054,369
1703259	404,741
1703260	114,134,795,404,543
1703261	1602,242,404
1703262	404,564
1703263	1635,2355,890,871,452,1042,17,1055,404,726,673,1462,1054
1703264	172,409,404,1046,222
1703265	621,404
1703266	787,46,404,76,86,513,19,627,493
1703267	2915,404
1703268	475,404
1703269	101,1671,326,402,367,265,404,343
1703270	404,9,1739
1703271	1624,404
1703272	127,17,404,783,510
1703273	201,404
1703274	1012,404
1703275	404,1060,3729
1703276	2596,413,109,792,805,145,677,404
1703277	732,218,1975,365,145,17,404,1454,2813,27
1703278	179,106,404
1703279	930,404
1703280	307,404
1703281	15,766,404
1703282	4007,404
1703283	481,146,404,627
1703284	832,404
1703285	538,404,38
1703286	356,404
1703287	162,404
1703288	404,306
1703289	404,358,543
1703290	160,404
1703291	381,404
1703292	404,1096
1703293	528,1820,120,282,404,247,4,1297,0
1703294	404,231
1703295	5,404,93
1703296	314,2035,935,594,474,404,2394,1737,166,344,2717,532,936,145,649,1715,2474,795,814,198,242
1703297	588,404
1703298	404,992
1703299	101,404,162
1703300	3172,404
1703301	618,404
1703302	19,404,516
1703303	404,113,734,2677
1703304	268,404,316,97
1703305	494,418,404,1135,1071
1703306	324,161,153,404,1135
1703307	1936,335,404,36,700,320,2141,4,50,170,2825,342,6,1070,485,528,366,75,1472,0
1703308	445,74,111,404,1845
1703309	67,404,573,1141
1703310	96,1473,404
1703311	404,222
1703312	1462,404,1865
1703313	474,158,404,734
1703314	732,2281,404,461
1703315	404,486
1703316	903,1052,2317,404
1703317	3992,404
1703318	1880,404
1703319	404,14,1096
1703320	778,404,401
1703321	185,277,546,404,1106,53,182
1703322	350,404,847,356,1303
1703323	474,404
1703324	1945,314,443,805,289,2027,858,1433,144,404,2248,3347,2720,1236,427,242,222,1354
1703325	3006,610,366,3514,145,474,404
1703326	225,404
1703327	937,404
1703328	745,404
1703329	528,1880,404
1703330	404,111
1703331	2242,404,935
1703332	127,1059,568,17,3511,404
1703333	459,404
1703334	1151,404
1703335	262,49,538,204,238,461,404,1117,42,27
1703336	79,3398,404
1703337	201,404
1703338	112,404
1703339	860,187,404
