	47,413,792,495
742701	7,154,73,841
742702	1378,148,190,22,73
742703	2980,4320,73
742704	73,145,111
742705	1080,73,111
742706	308,162,443,491,352,769,546,279,73,1113,620,436,450,51,377
742707	446,2527,769,107,73,287
742708	1407,73,1086
742709	73,2438
742710	73,774
742711	73,583
742712	73,564,835
742713	368,73
742714	96,73
742715	73,2923
742716	226,73
742717	2497,580,1433,532,73
742718	666,1086,222,73
742719	372,73
742720	262,626,280,835,1648,161,678,157,1346,1098,352,743,1211,1774,344,73,1732,487,904,549,134,2474,105
742721	2049,782,1072,422,37,73,1660
742722	626,731,835,2969,155,267,76,2076,254,157,1530,1098,3001,429,352,171,1211,779,1647,2816,1620,2648,900,325,2367,347,349,73,250,1889,2433,275,409,1653,464,564,86,904,671,1118,45,1463,238,2175,658,2298,2169
742723	73,2552,1748
742724	79,22,1107,73
742725	73,233,774
742726	1737,73
742727	73,492
742728	1080,1108,73,1445
742729	85,1461,566,205,787,818,2431,1531,266,240,155,686,76,698,1951,88,32,3343,157,1182,1923,378,819,2920,219,375,97,179,352,171,133,1462,84,740,865,73,275,1066,67,86,257,37,2895,1553,45,498,2194,365,2041,373,1160,1469,658,177,726,359,19,41,581,242,27
742730	73,2403
742731	215,162,548,73
742732	1054,279,73
742733	1142,73
742734	109,474,1354,32,73
742735	1931,97,294,207,365,373,229,73,919,252,421
742736	1080,314,401,554,1442,1151,1088,935,532,1410,1046,73
742737	1128,233,97,1157,2619,73,698,260,19
742738	262,1326,626,731,396,835,205,461,240,917,474,155,267,76,686,32,157,627,808,35,1098,350,2898,812,352,171,68,575,1305,457,1647,3211,344,1006,347,349,398,1900,73,3951,3086,1021,1975,2599,1741,372,67,15,86,1550,260,485,2517,499,3246,426,2413,2162,640,351,2617,658,481,79,1360,2298,102,41,167,282,19,27,1764
742739	581,73,477
742740	166,1217,73,3977
742741	1239,498,2261,481,67,2295,548,926,929,532,41,1433,775,985,73,725
742742	378,73
742743	73,2462
742744	372,73
742745	262,432,813,97,219,732,133,241,84,73,51,398,1643,204,890,257,1700,1527,1522,1248,1065,77,1160,2084,1259,19
742746	1136,1338,108,100,270,73,1260,4,148
742747	1063,136,133,2974,84,1256,73,673,502,37,254,377
742748	167,73
742749	73,564
742750	676,350,2720,1470,10,270,599,501,73
742751	109,314,339,366,670,1570,33,1054,73,951
742752	205,240,714,1734,2119,233,97,411,347,3658,73,169,250,1943,2107,1411,207,1463,426,952,2975,1528
742753	538,307,148,41,73,27
742754	73,1114,19,2763
742755	114,134,105,263,73,691
742756	1587,73
742757	1046,73,0
742758	446,1737,210,73,129,344,287
742759	79,1800,73,2720
742760	68,111,381,481,372,30,76,313,565,1046,263,73
742761	1128,2329,1124,1404,233,2261,375,175,1541,73,275,67,260,793,499,1553,41,4250,19
742762	1081,368,2754,22,2118,1191,73,148,424
742763	438,1143,462,607,234,73,493
742764	943,226,73
742765	481,270,73,0
742766	488,2502,73,951
742767	73,65
742768	1669,73
742769	73,519,599,838
742770	73,87
742771	73,1627
742772	262,801,160,731,307,175,68,65,67,440,267,155,73,192,956,88,254
742773	270,73
742774	179,133,240,917,84,3035,152,325,73,499
742775	22,73,222
742776	67,849,2474,112,73
742777	73,211
742778	73,347,205
742779	820,1175,1917,1145,1747,1301,111,558,73,1991,2461,2720,112,287
742780	260,73,250,41
742781	268,73
742782	73,926
742783	73,86
742784	215,2089,715,1270,1572,881,4205,2747,73,1663,2932
742785	73,1271
742786	2027,397,474,392,73
742787	35,49,14,810,307,95,955,1373,46,143,272,73,3042
742788	483,73,531
742789	2473,3086,2351,67,73,2073,157,2895
742790	451,155,73,339
742791	73,640,86
742792	1005,1059,102,1711,73,834,493
742793	73,599
742794	262,566,160,1926,1518,917,1740,155,404,1701,76,267,783,1246,254,627,1530,378,813,2166,2261,375,732,1782,352,310,397,575,133,339,171,488,46,344,1736,73,250,3221,409,1498,1066,918,67,208,86,501,513,499,222,2947,1823,3445,2668,593,481,79,102,41,19,725,493
742795	1561,778,4,2669,67,1117,392,73
742796	381,882,73,558
742797	269,85,2911,787,266,129,1745,3724,122,863,865,73,2324,1408,1423,890,87,17,128,502,37,1468,207,90,365,373,41
742798	483,73
742799	597,73,2374,2359
742800	381,73
742801	360,396,818,2216,2136,22,1503,2720,627,176,803,12,375,3058,397,760,1286,73,734,2372,368,6,1985,997,1152,284,1208,2590,228,608
742802	1018,368,73,356
742803	35,308,45,204,90,65,15,60,587,73
742804	233,175,564,73,398,951
742805	445,880,666,270,404,73,222
742806	73,702,841
742807	375,91,68,77,155,73
742808	127,205,223,938,32,254,725,176,378,2556,619,68,133,65,43,143,450,876,673,73,169,51,537,748,216,770,679,2435,17,257,337,369,1046,502,801,2164,1392,2393,217,1572,1680,462,1277,41,2579,27
742809	482,3045,489,325,356,73
742810	95,73
742811	384,1248,1768,291,385,1204,73,1627,1528,954,1235,1135
742812	45,266,397,481,617,1207,102,73
742813	73,573
742814	815,111,67,487,430,58,73,2621
742815	79,73
742816	109,73,58
742817	116,73
742818	210,73
742819	73,296
742820	2918,73,1893,1086
742821	32,73,41
742822	45,73
742823	45,73
742824	263,73
742825	152,73
742826	2449,73,546,19
742827	1142,73,1540,531
742828	73,436
742829	474,2394,73,933
742830	1378,73,2763
742831	73,3605
742832	774,440,73,717,176
742833	215,45,14,122,977,411,205,65,587,17,73,46,152,221,584,254,27
742834	1827,73
742835	269,810,179,1246,501,60,37,73,176
742836	109,572,73,774
742837	73,98
742838	79,488,73
742839	1295,774,1301,1000,73
742840	1086,580,483,1711,1141,73,222
742841	262,211,114,2,134,6,229,22,302,86,347,4,73,27
742842	3427,28,448,145,774,111,1218,481,67,474,144,404,1286,306,327,165,73,2731
742843	2110,73,27,3644
742844	364,721,778,31,2398,111,474,73,106
742845	1298,97,219,65,73,152,260,41,398,819
742846	1175,566,242,493,2334,306,210,67,321,930,263,73,486,1354
742847	102,73,76
742848	269,390,266,81,642,73,344,1277,254,1468
742849	226,73
742850	498,1598,133,84,3211,102,775,32,73,27,250
742851	1117,1054,73,222
742852	90,73
742853	73,1086
742854	2458,626,1525,1662,1400,158,3949,1433,73
742855	363,73,409
742856	1527,426,1160,673,73,250
742857	270,73,2519
742858	1098,1568,114,202,307,1395,430,4,73,2748
742859	80,212,73
742860	262,268,1403,68,452,2419,1493,1215,2307,764,2813,73
742861	127,205,279,1244,688,155,267,38,272,32,157,176,215,2437,1221,3053,663,411,171,95,68,65,558,488,43,344,965,962,740,347,73,409,368,564,1741,1000,417,86,793,513,1489,904,502,45,844,238,518,1226,351,452,1373,462,102,359,167,493
742862	1970,73,900
742863	73,102,41
742864	73,913
742865	1298,49,932,2073,531,179,2431,1582,475,1066,67,73,152,1462,60,19,2900
742866	262,197,205,787,917,1055,267,1490,76,1240,2509,32,254,157,378,813,171,1930,1485,1541,536,73,250,621,1021,409,1504,1280,499,45,498,978,1802,471,351,952,481,1784,2108,41
742867	360,1532,1180,2674,461,1378,193,291,175,3608,1501,381,1303,73,621,384,31,514,1643,20,1483,936,2389,892,1574,501,356,775,1660,773,1295,831,79
742868	134,368,73
742869	73,128,1771
742870	73,200
742871	73,377
742872	1022,666,292,217,73,222
742873	73,76,673
742874	2527,73
742875	73,205
742876	262,349,157,65,73,267,155,359,86,41,260,19,250
742877	372,73
742878	73,573
742879	371,73
742880	262,73,19
742881	205,240,905,97,854,812,411,1501,46,143,1736,325,956,347,349,73,833,216,1943,260,86,747,904,365,103,1274,41,1528,242,1729,691
742882	314,73
742883	350,1065,397,1489,79,488,73,965,1291
742884	79,73
742885	538,2530,728,1518,267,1701,76,157,1923,350,233,97,122,1151,179,352,95,397,68,310,673,398,73,1059,679,17,152,257,513,485,1280,595,45,921,79,617,2191,167,1313
742886	79,73,409
742887	114,134,58,113,73,493
742888	353,73,54
742889	73,573
742890	1142,73,260
742891	538,375,368,65,15,483,73,19
742892	1128,811,461,1490,76,88,32,157,1404,375,732,171,774,575,3563,73,621,1021,1643,86,257,1392,640,481,41,341,19
742893	572,811,1872,474,38,157,1923,451,352,95,397,339,310,347,387,73,618,748,216,17,67,966,513,671,45,805,1784,19
742894	73,3222
742895	307,73
742896	73,519
742897	3877,1579,734,205,2080,90,342,217,417,73,76,763,1552,1853,776
742898	204,266,87,131,73
742899	498,233,219,1522,411,133,240,84,73,929,962,86,257,32,157,250,913
742900	2027,475,617,73,956,1054,387,254,963
742901	813,81,1969,1066,67,1513,41,73
742902	240,32,97,219,179,133,65,84,46,131,584,73,618,87,67,257,1201,498,207,840,426,365,471,3051,2041,41
742903	79,73
742904	1326,41,2458,349,1498,368,73,38,511,1550,1296,1668,19,1153,250,493
742905	231,666,147,1085,302,73
742906	384,1191,73
742907	418,73
742908	920,73
742909	451,1335,352,133,373,15,17,51,38,962,673,1528,387,73
742910	291,3003,73,161
742911	148,73
742912	396,678,155,511,862,378,95,68,866,46,72,73,51,148,152,844,805,510,167,19,902,841
742913	2047,1522,426,1645,171,175,84,1256,73,359,19,1153
742914	45,205,15,1055,73
742915	262,73,76,205
742916	298,728,418,490,58,73
742917	73,3495
742918	45,572,1527,1059,205,65,344,102,86,73,222
742919	1881,554,264,502,73,3833
742920	73,450
742921	233,592,352,133,539,673,73
742922	314,73
742923	2052,105,473,73,1152
742924	429,218,1042,534,112,73,841,862
742925	1825,97,99,3054,732,1211,461,73,43,686,347,41,600,398,499,250
742926	41,379,307,1305,485,241,67,1360,155,1313,102,73,236,726,369,19
742927	45,1446,233,806,17,913,73,963
742928	73,222
742929	618,774,2149,3503,73
742930	1385,4089,473,79,73,1200,2552,1068,392,106
742931	109,73,464,16
742932	67,1498,1256,73
742933	210,73,792
742934	716,1670,4046,1990,1840,73
742935	127,262,572,731,240,3296,155,267,76,783,909,32,157,378,97,219,1535,411,171,397,68,575,84,46,344,325,349,398,250,73,621,2635,409,188,564,929,86,257,485,499,913,45,498,2356,1522,426,1328,351,481,102,41,167,19,725
742936	73,422
742937	1022,73
742938	88,73
742939	22,26,73
742940	307,369,387,73
742941	85,720,2683,667,46,143,32,73
742942	859,416,73
742943	269,162,1132,1811,240,1256,32,2889,219,375,179,812,1537,133,406,84,73,169,1674,872,87,1672,260,848,37,264,373,192,19,781,535
742944	73,1190
742945	327,73
742946	1453,73
742947	73,702
742948	73,485,671,1274
742949	308,3338,73
742950	384,356,1244,6,2307,138,11,849,155,76,669,354,73,148,222
742951	160,32,12,233,219,97,133,84,962,673,73,1102,212,872,67,257,498,217,1969,41
742952	356,73
742953	205,240,267,76,1246,32,157,1098,350,1049,171,175,397,68,575,65,900,73,275,564,351,102
742954	372,73,222
742955	127,49,205,563,955,279,76,215,2437,484,378,1078,774,81,1191,73,618,218,872,17,257,671,45,805,1375,2820,238,351,1718
742956	73,320
742957	595,4544,811,3208,2972,2427,3068,1073,73,2084,392,584,2526
742958	1602,73,408
742959	56,162,373,263,73,1711,41,32,19,27,627
742960	3113,242,854,452,27,2107,155,260,41,1171,32,73,909,250
742961	262,538,240,155,1240,378,122,175,65,539,46,450,387,73,250,734,204,218,87,17,1269,3190,45,1208,102,41,587
742962	1046,73
742963	389,73,69
742964	73,255,124
742965	941,349,732,952,73,347,41,260,747,398,250
742966	352,27,19,1439,73,725
742967	73,315
742968	73,1797,25
742969	922,73
742970	336,73,1418
742971	73,3452
742972	558,488,86,73,627,493
742973	104,73,699,167
742974	73,2097
742975	1046,349,73
742976	73,2673
742977	3253,197,364,586,1309,525,1198,399,630,210,73,2127,2903,113,200,148
742978	610,1169,2718,73,106,1506
742979	73,892
742980	356,73
742981	54,73
742982	45,122,2802,95,73,532,325,19
742983	73,614,2143
742984	597,1825,3295,777,270,1055,650,2583,157,1221,350,1378,2140,411,859,1433,11,2607,344,488,1020,809,73,2049,1759,564,3175,372,892,1985,1117,2368,671,222,1506,202,210,2084
742985	107,73
742986	14,769,278,832,806,624,2806,475,73
742987	73,564
742988	3404,240,267,272,1923,854,779,302,46,740,450,73,67,37,45,2161,726,359,510
742989	73,520
742990	73,2631
742991	162,626,461,240,686,375,812,347,73,398,2663,833,941,1262,699,260,1550,775,747,904,2291,2671,1200,19,1528,242,1764
742992	1003,73
742993	73,774
742994	90,73,872,164
742995	820,665,470,2599,1086,58,1224,73
742996	73,1328,8
742997	109,2557,2171,73,176
742998	1354,73,3764
742999	6,73,113,315
743000	618,233,572,1598,840,1358,471,918,84,73,475,32,19
743001	323,3660,722,7,73
743002	101,320,330,1671,326,402,1772,367,916,343,173,1257,73,1480
743003	3002,1378,350,426,120,2198,79,372,669,691,1893,73,222,1506
743004	84,133,73
743005	207,1373,260,37,73
743006	518,3513,73,1723,421
743007	29,50,12,219,28,1522,20,397,68,87,84,155,18,86,706,247,73,274
743008	1128,262,787,240,155,76,2813,32,157,627,378,219,375,122,352,743,310,171,1305,84,46,344,2719,740,325,347,73,1900,250,621,409,977,15,67,699,86,513,222,45,752,351,658,481,604,102,19
743009	903,669,73,493
743010	73,177
743011	381,22,73,114
743012	1564,127,233,3630,774,73
743013	73,905
743014	90,1085,774,81,210,152,128,42,73,177,899
743015	45,592,429,188,666,68,558,1042,764,1428,73,1541,19,316,2134,112,287
743016	73,1271,1066
743017	240,155,267,32,157,233,219,171,68,962,73,86,257,260,498,1522,426,238,351,102,913
743018	451,73
743019	73,1492,74,0
743020	2389,79,501,1471,73
743021	73,866
743022	219,67,930,73,1748
743023	73,774
743024	310,73,2869
743025	2465,73,4220
743026	498,813,97,242,238,3455,464,461,240,2357,154,2101,152,192,32,73,499,1149
743027	145,74,1048,1391,650,2420,73
743028	1275,73,594
743029	73,2389
743030	210,155,73,808
743031	73,250
743032	4,73,89
743033	372,73,250,41
743034	63,73
743035	833,1317,1643,812,179,175,1157,461,1582,917,686,1655,913,73,2895,250
743036	396,76,2251,938,1234,643,171,2253,84,1743,73,3652,1009,2405,840,2413,238,1328,351,593,316,41,242,2142
743037	1298,262,731,1926,917,2486,1701,32,352,171,397,133,1305,344,2270,73,1900,734,409,67,86,260,485,426,351,481,79,19,102,242,27,834
743038	127,1938,205,266,461,240,678,38,84,73,87,1066,15,17,260,499,471,2950,587
743039	652,73,675,1141
743040	73,111
743041	210,134,73,105
743042	73,113
743043	818,443,73,58
743044	2726,1795,1708,2393,1030,913,221,73,93
743045	73,200
743046	314,1518,688,783,157,1239,97,411,414,95,171,965,1286,73,250,275,188,918,260,2787,283,2220,3645,1186,102,242,725
743047	1564,2454,734,603,2442,190,774,2327,392,73
743048	536,1541,73
743049	275,339,481,740,398,73
743050	1317,2439,1648,714,783,1224,2076,1805,866,332,73,1593,368,679,1266,669,1185,260,1177,2774,111,10
743051	132,2802,95,666,73
743052	498,257,84,913,73
743053	1433,73,532
743054	3081,498,233,2175,2260,411,133,471,73,155,102,962,1075,19,27,250
743055	707,73
743056	1142,2250,2458,73
743057	4,73
743058	917,474,1490,76,1281,93,451,375,743,339,46,1736,387,73,409,15,17,86,513,1364,238,952,1200,102,27
743059	109,792,307,936,111,2058,67,711,814,1112,165,73
743060	833,73,122
743061	73,0
743062	811,1207,155,404,769,65,779,344,73,349,17,1832,1054,1364,1152,1700,617,726,510
743063	73,2574,69
743064	494,114,743,481,372,73,687,1136
743065	488,73,6,763
743066	73,644
743067	162,73,1270,492
743068	936,73
743069	350,200,1747,2326,1301,488,73,41,148,493
743070	197,643,218,104,946,464,679,1042,1718,764,267,102,53,1545,1860,37,73,982
743071	955,73
743072	2595,73,1608
743073	2873,592,2452,743,1145,892,107,73,2084,436,3584,3875,763,32,1853,27,421
743074	73,28,2900
743075	166,73
743076	392,73
743077	73,306
743078	73,219
743079	3050,1761,3986,73
743080	778,73
743081	1669,73
743082	202,460,901,1117,534,125,73
743083	2215,73
743084	127,688,155,146,267,1105,157,813,1061,219,352,171,832,133,65,2974,84,46,1736,131,398,73,1382,275,204,918,620,699,848,37,2363,498,2025,1088,351,1277,102,41,2455,19,834
743085	1129,73
743086	2027,771,73,344,242
743087	291,73
743088	270,667,311,4,73
743089	620,73
743090	73,769
743091	73,315
743092	226,73
743093	73,19
743094	778,142,28,74,73
743095	314,566,28,168,130,803,2140,826,1777,2436,73,114,145,3060,670,1046,1269,394,448,134,210,113,651,105
743096	1054,73,409
743097	820,314,1648,346,130,1490,1071,395,644,984,558,381,73,1233,3175,430,487,69,392,109,426,238,134,113,105
743098	944,73,162
743099	1221,795,487,1434,73
743100	456,73
743101	73,3307
743102	193,1568,1151,339,111,372,2248,1165,1076,650,947,1054,73,671,540
743103	73,69
743104	73,69
743105	166,1399,113,1281,73
743106	1461,531,1420,175,263,344,102,76,200,58,1893,73
743107	1843,484,90,342,46,685,53,848,73,2342
743108	2534,162,3813,46,2042,73,725
743109	54,73
743110	262,94,238,68,65,240,217,73,965,102,76,41,86,347,157
743111	2086,310,73
743112	1950,554,2986,306,1595,1046,73
743113	73,1878,1260
743114	73,19,250
743115	1022,594,7,424,1265,1111,11,370,4,73,3284,486,109,655,656,210,1990,3126,58
743116	73,3970
743117	73,118
743118	109,314,73,858
743119	396,76,1106,157,350,488,46,1296,347,876,73,564,86,45,592,79,112,19,493
743120	773,2266,1204,2957,73,1108,1613,1291
743121	73,1991,86,1530
743122	341,73
743123	1251,314,134,368,145,564,306,79,1046,73,430,113,473,392,116,1494
743124	73,1475
743125	1680,73
743126	29,73
743127	73,397
743128	139,73
743129	2527,73
743130	73,2574
743131	456,270,613,59,1312,116,73
743132	73,1827,4,116,106,222
743133	563,73,2143,315
743134	3269,73
743135	73,728
743136	97,219,563,934,87,1493,84,548,152,686,192,60,32,73
743137	1936,715,1747,1383,1457,2001,73,316,86,536,1838,287,1663
743138	617,121,73,1059
743139	73,116,19
743140	713,820,670,488,73
743141	73,2403
743142	876,1008,161,561,394,175,670,79,1778,199,76,325,86,73
743143	860,339,858,3638,604,809,972,392,73
743144	1861,67,19,102,73
743145	774,483,1433,73,2021
743146	339,73
743147	3901,310,73
743148	73,610
743149	2089,73
743150	621,73,2959
743151	127,35,122,90,179,1423,46,131,73
743152	73,38,128
743153	73,3091,74,258
743154	1561,1776,97,610,617,73,200,19,222,1897
743155	566,626,1812,548,678,2814,32,1049,411,133,1394,962,387,73,169,477,72,51,1009,464,871,86,498,207,426,1088,1440,471,373,1229,3293
743156	175,73
743157	537,73,267,102,1006,41,673,32,157,250
743158	451,801,752,339,15,73,51,46,865,899
743159	597,1574,1303,73,1135
743160	372,73,19,58
743161	73,968,114
743162	2062,73,222
743163	73,769
743164	1009,73
743165	218,152,73
743166	271,196,36,293,37,73
743167	307,73,592,113
743168	45,262,219,171,246,564,73,146,783,257,88,32,398,493
743169	713,4492,109,1116,474,67,604,285,1076,116,73
743170	2550,169,2579,73,177
743171	1854,73
743172	384,714,73,935
743173	792,210,67,2084,69,58,73
743174	401,106,28,306,1112,73
743175	2047,14,977,339,65,310,729,73,53,513,254
743176	79,356,73
743177	210,73
743178	663,73
743179	3447,1175,73
743180	368,73
743181	73,51,241
743182	73,1086,222
743183	778,73,1229
743184	621,73
743185	360,2137,335,334,22,181,193,4,73,214,753,6,141,1377,516,29,322,80,58,112,148
743186	1080,778,554,858,67,112,73
743187	73,106
743188	324,366,2389,79,381,1142,73
743189	41,254,673,325,32,73
743190	73,706
743191	474,73,401
743192	1008,396,1042,130,404,200,274,1062,193,1351,558,244,4,73,486,652,31,514,239,114,307,1768,564,669,2248,328,69,473,1816,134,616,108,1651,1937,210,79,19,113,105
743193	205,917,38,76,3729,32,157,808,378,1061,352,171,175,2218,84,347,73,349,275,294,1674,409,2418,564,67,86,260,951,3445,79,102,1977,19,834
743194	1574,263,73,1728
743195	73,493
743196	773,9,298,94,1914,1884,79,7,73,285,1297,1649
743197	162,368,73,1096
743198	73,222
743199	291,479,270,4,73
743200	518,65,73,344,38,157
743201	445,1116,461,1048,404,2567,76,1240,313,2115,543,808,242,554,291,704,523,706,381,116,73,2436,1693,1478,401,936,69,356,2456,1235,671,2765,951,426,134,399,111,79,75,112,105,567
743202	154,73
743203	282,73
743204	132,73,436
743205	314,936,145,332,73
743206	73,87
743207	360,932,350,517,291,1357,392,73
743208	109,395,314,1648,984,3175,392,73,1071
743209	390,624,806,1570,710,73,505
743210	73,3490,866
743211	2177,866,764,73,1860,702
743212	1118,233,97,732,238,171,65,471,593,485,67,73,1485,3567,260,1230,32,398
743213	498,41,1522,1535,73,155,929,102,257,3518,32,19
743214	1124,73,866
743215	79,73,111
743216	67,1046,73
743217	448,73
743218	621,1532,314,205,291,79,2552,356,73
743219	73,275
743220	678,854,1645,175,133,411,84,962,349,398,73,3964,1358,1066,2357,67,2960,747,3798,1149,1364,1527,207,426,373,846,19,41,2950,242,1271
743221	1054,73,409
743222	621,396,946,68,73,1158,76,963,19,3231
743223	396,205,3097,881,678,76,705,3830,627,378,1404,350,2642,2261,375,429,68,2761,1620,1296,1743,73,1063,204,188,1653,1225,679,2423,67,944,1489,499,45,978,518,103,1328,1624,19,1729
743224	116,73
743225	1483,350,73,1473
743226	2404,774,2688,73,242
743227	27,262,73,272
743228	307,270,73
743229	167,73
743230	750,73,11,795,3817,327,116,1783
743231	79,1188,1269,73
743232	11,73,33,181
743233	73,68
743234	378,314,658,481,965,102,86,347,1497,3620,73
743235	233,409,411,267,462,102,41,32,73
743236	73,145
743237	134,73,113,114
743238	73,734
743239	154,73
743240	73,51,995
743241	314,777,339,2035,306,210,67,433,7,1054,73,486
743242	364,858,474,1737,339,1608,344,532,73,106,1600,1175,401,670,677,1054,540,297,795,814
743243	73,19
743244	372,73
743245	134,1202,73,1177
743246	85,160,312,445,78,266,38,42,88,1016,251,1512,1724,766,1032,406,440,46,106,73,1125,158,479,922,198,192,1045,421
743247	1009,41,1770,205,1645,1065,1563,1259,84,67,152,236,718,793,2360,73
743248	45,978,1005,1643,171,68,774,1328,3084,65,1832,73,155,1489,260,41,167,485
743249	73,145
743250	132,630,917,1484,1256,155,404,76,267,530,32,1530,378,171,310,397,68,946,1668,520,398,250,73,275,1339,734,409,918,15,67,321,260,513,485,1269,2356,460,79,617,795,19,102,359,5,725
743251	32,73
743252	226,67,270,73,1600
743253	45,825,65,774,73
743254	109,205,743,2317,145,1464,1000,979,776,316,2273,2134,2391,73,486,862
743255	45,14,375,397,73,740,157
743256	348,2244,2045,936,793,760,3530,1046,73
743257	109,348,226,734,114,2303,67,181,604,73,1800,795,1054,1471,237
743258	73,315
743259	67,73,145
743260	679,952,121,69,1497,73
743261	109,73
743262	109,3047,339,79,73,381,112,105
743263	2841,205,411,67,966,73,1660,2616
743264	73,222
743265	4,73,439
743266	314,155,267,714,32,725,219,291,558,381,73,349,50,368,842,260,86,1755,671,29,426,238,26,41,600,0
743267	2607,73
743268	22,73,1060
743269	73,1182,2113
743270	4009,73
743271	73,901
743272	73,903,19,339
743273	1107,350,352,368,68,95,79,488,73,347,157
743274	350,659,175,210,3741,116,73
743275	734,349,835,397,347,73
743276	73,76
743277	127,1322,155,267,76,909,88,378,375,68,956,73,409,513,671,45,978,351,102
743278	73,77
743279	73,2366
743280	56,85,491,122,207,464,2294,84,718,73
743281	269,1378,426,368,68,558,2198,372,73,3600,1117,105,222
743282	3490,73
743283	529,28,346,474,743,339,774,11,73,618,1554,306,67,69,1046,392,109,721,604
743284	389,73,142,181
743285	1132,491,592,1563,68,246,475,488,1360,337,1281,73
743286	2,73
743287	426,73,275,1522
743288	68,73,19,1199
743289	3479,1233,2627,531,1463,1088,2818,872,1301,3296,474,658,3172,344,2319,392,73,649
743290	2705,1132,548,32,2261,2535,133,84,440,450,673,73,2418,87,918,913,498,825,471,192,236,19,2142,421
743291	530,1046,73
743292	73,1057
743293	4,73
743294	73,200
743295	2183,366,67,814,73
743296	1117,73
743297	109,395,688,270,73,1054,1046,157
743298	109,314,721,226,401,815,3047,456,649,145,111,306,67,73,604,105,691
743299	85,132,558,483,73,113,148
743300	647,847,242,494,1483,1387,74,4497,2715,501,1683,102,354,775,263,73,493
743301	2550,157,73
743302	1564,162,23,73
743303	4,73,153
743304	307,955,210,4,73
743305	384,19,73
743306	1579,538,3379,407,1145,688,917,1344,267,1075,705,2388,586,1221,350,1805,352,397,1305,558,536,349,73,1021,409,114,2317,679,1301,892,86,1385,1054,793,513,485,1046,45,2339,202,1616,111,1428,481,113,316,41,763,167,1860,112,148,493
743307	85,1132,315,76,475,88,32,157,451,171,310,440,900,73,390,45,568,825,217,797,192,302,421
743308	4,67,327,73
743309	238,73,122
743310	45,2177,838,218,1543,2326,1259,764,270,862,2613,167,73,222,841,691
743311	384,200,1973,578,3047,936,79,73,1337,327,260,1165,381,113,1588,105,424
743312	481,73
743313	538,160,572,1120,787,818,205,858,474,1207,511,311,3164,157,491,1061,97,95,65,81,779,123,339,329,46,344,325,628,60,876,387,73,1723,618,1335,14,307,871,15,17,944,966,1060,1230,499,308,45,1173,844,109,292,1158,462,102,510,167
743314	242,582,2100,992,501,73
743315	1298,1207,1788,475,157,1346,350,1409,241,344,347,1668,73,275,871,2560,45,351,19
743316	1128,56,731,205,155,404,76,2753,32,251,350,233,455,1049,375,179,1157,440,1541,73,1723,618,2465,1005,1225,236,464,1066,67,152,620,86,747,513,985,45,373,41,600,19,725
743317	307,104,2158,351,73,222,1201,176
743318	2680,73,1096
743319	3199,2703,1403,2575,1000,1428,1055,418,73,86,19
743320	130,73
743321	73,505
743322	73,116,145,872
743323	67,73,2253
743324	73,58
743325	1145,112,73
743326	237,210,487,325,263,73
743327	1825,314,2794,3731,2943,3928,627,350,558,965,1286,73,1748,1478,3230,3175,1991,1152,363,1857,1295,2421,2899,3397,3795,726
743328	45,747,1059,87,73,539,167,254,421
743329	686,32,157,97,455,1049,375,219,179,171,133,344,673,73,169,250,833,464,152,257,337,379,207,276,1469,797,102,41,19,1271
743330	2329,698,2509,1224,378,732,411,2430,865,20,15,67,1832,86,1489,2149,1280,2947,1969,658,167,1870,2506,22,155,2706,2251,219,554,2332,171,73,409,1225,1118,498,238,724,1624,182,19,96,396,1403,2486,459,267,298,375,1645,1425,1535,65,68,2871,532,1102,1005,2423,2122,640,102,1764,262,162,2794,731,1018,1788,32,2473,1098,774,1296,2364,2205,398,3963,944,2234,978,27
743331	160,563,132,432,2843,146,1645,175,84,73,398,216,257,3234,1630,238,471,1208,19
743332	109,461,3638,4,73
743333	243,12,233,1444,2586,1195,1438,205,3258,3423,613,23,2200,73,1333
743334	3544,73,419
743335	73,222
743336	197,73,1271
743337	1561,262,1776,3145,238,3062,872,67,73,102,113,41,382,493,19,1897,3596
743338	352,266,918,41,73
743339	750,153,10,73,490,59,190,386
743340	127,45,656,731,122,3879,67,154,73,27
743341	45,73
743342	179,73,233
743343	238,73,205
743344	73,640,473
743345	88,73,1392
743346	73,200
743347	45,397,73,1113,988,53,510,19,377,140
743348	73,1086,58
743349	833,269,377,133,1373,84,73,152,347,260,19,169,1537
743350	582,73,28
743351	73,1229,918
743352	73,728,222
743353	73,114
743354	73,116,9,339
743355	54,108,259,111,22,11,487,23,209,58,669,73
743356	1128,626,205,678,155,38,76,926,1923,1909,310,68,774,65,73,409,2599,871,67,944,86,513,37,2021,363,1088,1274,481,79,2108,604,19,102,2638,41,148
743357	548,73,114
743358	738,2929,644,4337,320,1151,670,346,130,604,1385,313,1246,73
743359	1021,1498,1994,593,86,257,32,73
743360	1047,280,445,2933,777,130,7,33,2444,424,3690,2742,320,317,291,2549,1184,4,73,2358,114,3332,1311,2490,128,69,1885,134,1395,26,591,2103
743361	127,409,231,205,171,65,351,240,471,102,76,257,73
743362	219,175,627,481,155,86,2364,73,2759
743363	73,69
743364	73,152,2128
743365	73,1901
743366	210,173,955,73
743367	155,73
743368	262,396,205,240,157,627,1098,352,743,171,575,1211,1305,1774,347,325,900,73,2358,1653,564,67,107,1307,86,658,481,1718,79,102,19,834
743369	349,171,783,41,2173,73,725
