	3980,418,324,649
2565852	58,281
2565853	648,58
2565854	212,58
2565855	1885,58
2565856	539,58
2565857	1885,58
2565858	58,326,439
2565859	279,58
2565860	418,58
2565861	78,58,251
2565862	1086,58
2565863	1221,58
2565864	58,281
2565865	58,2644
2565866	411,19,58
2565867	317,58,8
2565868	109,31,4039,58
2565869	28,578,58,48,3284
2565870	58,41
2565871	1086,58
2565872	58,3497
2565873	54,58
2565874	58,1025
2565875	151,58,2238,241
2565876	1086,58
2565877	58,1141
2565878	1086,58
2565879	418,58
2565880	181,58
2565881	58,1385
2565882	321,58
2565883	666,58
2565884	313,9,58
2565885	58,222
2565886	376,58,36
2565887	603,2642,58,396
2565888	1917,58
2565889	58,851
2565890	54,58,2933
2565891	292,58
2565892	447,58,461
2565893	54,58
2565894	552,58,198
2565895	58,464,76
2565896	63,48,58,54
2565897	2,623,181,367,230,58,343,148,281,540
2565898	313,58
2565899	377,58
2565900	4,58,410
2565901	377,58
2565902	118,58
2565903	1086,58
2565904	78,58
2565905	58,2523
2565906	481,58,219
2565907	922,58
2565908	482,556,58,53
2565909	491,58
2565910	58,1141
2565911	58,1630,222
2565912	58,222
2565913	1086,58,87
2565914	341,58
2565915	58,507
2565916	336,256,134,168,210,80,11,58,69,165
2565917	54,58,2259
2565918	68,58,86
2565919	426,853,58
2565920	336,362,80,181,447,36,58
2565921	58,1059
2565922	58,1086,222
2565923	1957,494,858,346,1399,58,964,2788
2565924	203,172,301,139,2,95,80,63,58,16,4
2565925	437,58
2565926	210,916,460,58
2565927	58,362
2565928	851,598,285,58,2287,140
2565929	175,1135,58
2565930	9,58
2565931	560,321,58
2565932	1086,58
2565933	396,58,467
2565934	120,58
2565935	1378,145,58,106
2565936	681,1046,58
2565937	58,36
2565938	372,175,58
2565939	2011,434,58
2565940	374,1023,58
2565941	515,880,2,181,58,33
2565942	54,58
2565943	54,58,609
2565944	345,58
2565945	58,2523
2565946	54,58
2565947	58,710,855,771
2565948	1215,58
2565949	1240,778,58,461
2565950	4,58,2222
2565951	666,58
2565952	58,160,1292
2565953	273,58
2565954	58,86
2565955	54,58
2565956	2492,2,58,54
2565957	93,58,838
2565958	90,58
2565959	58,4,1333
2565960	58,875
2565961	775,58
2565962	109,58
2565963	4,58
2565964	1932,1086,58
2565965	58,216
2565966	58,478
2565967	160,58
2565968	418,185,58
2565969	1086,58
2565970	474,58
2565971	1086,58
2565972	139,400,58,36,1424,140
2565973	1086,58
2565974	3545,58
2565975	58,177,53
2565976	58,709,206
2565977	58,2669,409
2565978	58,2523
2565979	58,752
2565980	58,222
2565981	657,58
2565982	58,2717
2565983	58,461
2565984	210,109,165,58
2565985	58,311
2565986	2894,58
2565987	58,505
2565988	15,58
2565989	1454,58
2565990	317,58,198
2565991	3545,2829,58,204
2565992	812,58
2565993	58,1255
2565994	228,58
2565995	2492,588,58,424
2565996	377,58
2565997	1046,4,58
2565998	657,58,228,296
2565999	307,568,175,58,222
2566000	622,1023,58
2566001	54,220,58
2566002	305,58
2566003	58,1141
2566004	1046,58
2566005	58,9,180
2566006	210,58,2190
2566007	175,58
2566008	853,2373,58
2566009	335,58
2566010	7,58
2566011	605,58
2566012	103,488,58,410,251
2566013	265,58
2566014	58,418,222
2566015	372,2215,58
2566016	308,58
2566017	132,721,58
2566018	1086,58
2566019	54,4,58
2566020	418,58
2566021	58,1361,1442
2566022	158,78,58
2566023	58,716,281
2566024	443,479,58,86,222
2566025	396,330,291,935,11,418,58,3390
2566026	1086,58,424
2566027	58,205
2566028	63,58
2566029	58,2990
2566030	588,58
2566031	67,58,222
2566032	54,58
2566033	360,9,58
2566034	58,222
2566035	568,58
2566036	210,58,142
2566037	58,76
2566038	1086,58,532
2566039	148,58
2566040	1758,58,963,1120
2566041	1086,58
2566042	600,58,325
2566043	979,58
2566044	442,285,58,341,4,1333
2566045	58,3466
2566046	58,797,219
2566047	54,1086,58
2566048	54,58
2566049	54,291,1086,2198,418,58,1354,222
2566050	1107,58,1385
2566051	619,58
2566052	90,58
2566053	370,2215,58,381,4
2566054	58,1985
2566055	1483,937,1061,58
2566056	54,190,58
2566057	54,58,165,256
2566058	58,392,600,219
2566059	304,58
2566060	1378,58
2566061	922,58
2566062	2416,191,916,58,898,182
2566063	622,58,467
2566064	58,1082
2566065	58,222
2566066	338,58
2566067	1222,1454,58
2566068	80,58,2523
2566069	377,58
2566070	666,58
2566071	1303,58
2566072	58,501
2566073	54,109,58
2566074	437,58
2566075	58,222
2566076	1821,4209,937,58,3658,1609
2566077	54,58
2566078	230,58
2566079	67,372,668,58
2566080	1857,58,478
2566081	58,86
2566082	666,58
2566083	58,282,294
2566084	622,58,609
2566085	223,58
2566086	58,222
2566087	338,58
2566088	1397,851,3,58,1127,140
2566089	372,58
2566090	58,1206
2566091	58,246
2566092	54,2079,58
2566093	622,58
2566094	142,278,7,230,58,69
2566095	58,320
2566096	58,222
2566097	58,717
2566098	58,33,876
2566099	54,148,58
2566100	2,58
2566101	58,220,36
2566102	528,2734,58
2566103	58,1292
2566104	690,118,58
2566105	58,635
2566106	54,58
2566107	58,222
2566108	502,58
2566109	51,387,748,58
2566110	58,963
2566111	657,58
2566112	1252,203,1421,406,58
2566113	54,323,622,58
2566114	58,838
2566115	270,397,76,58
2566116	58,493
2566117	256,24,54,58,33
2566118	626,1086,58,767,75,2022
2566119	50,58
2566120	325,58,320
2566121	58,320
2566122	678,68,58
2566123	58,216
2566124	479,1086,222,58
2566125	210,2552,58
2566126	58,578
2566127	5,58
2566128	58,140
2566129	58,205
2566130	139,301,54,2,150,346,58
2566131	3004,58
2566132	372,58
2566133	58,1086,222,611
2566134	363,716,759,2,2223,619,285,507,58,281,140
2566135	307,58
2566136	210,58
2566137	58,78,161
2566138	474,58
2566139	58,611
2566140	58,222
2566141	56,1086,58,1060
2566142	210,58
2566143	58,467
2566144	54,58
2566145	2640,1317,531,1868,1200,58,1660
2566146	2290,442,483,58,4,5
2566147	418,58
2566148	54,58
2566149	54,58
2566150	223,58
2566151	778,2555,715,58,69
2566152	223,154,58,53,88,377
2566153	2721,58,222
2566154	270,58
2566155	271,58
2566156	305,2376,1247,58
2566157	54,58,181,256
2566158	622,58
2566159	922,58
2566160	1226,118,58
2566161	2043,58
2566162	90,58
2566163	2128,58,1201
2566164	148,58
2566165	139,212,1744,1558,1138,406,1436,507,58,1567,66
2566166	1086,58
2566167	456,58,906
2566168	797,58
2566169	58,439
2566170	323,58
2566171	67,58,511
2566172	54,58
2566173	30,58
2566174	1378,58
2566175	54,270,58
2566176	666,58
2566177	381,1178,58,200
2566178	58,76
2566179	58,144,416,69
2566180	58,710,256
2566181	54,58
2566182	2787,58,217
2566183	58,38
2566184	90,3329,58
2566185	218,58
2566186	418,58
2566187	3313,58
2566188	697,1355,141,1250,58,775
2566189	666,58,358,809,222
2566190	1240,58,1167
2566191	85,14,54,90,2143,334,230,539,58,93
2566192	2940,145,58,2146,1371
2566193	645,58,2760
2566194	154,2360,58
2566195	2215,456,58,75,222
2566196	58,3433
2566197	58,1709,206,1597
2566198	58,688
2566199	133,58,2375
2566200	3092,58
2566201	262,204,952,2344,152,58,627
2566202	666,223,58,1054,222
2566203	1671,58
2566204	381,58
2566205	58,2973
2566206	1257,58
2566207	58,2523,467
2566208	622,58
2566209	910,58,222
2566210	657,282,58,862
2566211	54,58
2566212	363,301,3146,1833,7,1154,802,58,4
2566213	54,58
2566214	372,112,58
2566215	58,355,2288
2566216	2534,1492,335
2566217	2534,1634,1247,1320,1845
2566218	2534,1439
2566219	472,2534,297,650
2566220	2534,33
2566221	2534,1932,145
2566222	2534,1873,588,190,1324
2566223	2257,2534
2566224	2534,761,39,912,950
2566225	456,2534,1380,320
2566226	2534,3483
2566227	2534,988
2566228	2534,3314,439,335
2566229	2534,190
2566230	2534,190,401
2566231	2534,1560
2566232	2534,2468
2566233	2534,1737
2566234	2534,335
2566235	2102,2534,1712,880
2566236	2534,144
2566237	1420,2534
2566238	2534,2120,2373
2566239	2534,1173
2566240	2534,443
2566241	1483,2534,458,907
2566242	2534,335
2566243	2534,145
2566244	1847,2534,2148
2566245	652,203,2534,1974,270,36,1017
2566246	713,2534,33,501,1660
2566247	2534,3190
2566248	2534,359
2566249	2534,78,139
2566250	2534,144
2566251	2534,152
2566252	2534,3155
2566253	2534,1841,161,76
2566254	2534,1141
2566255	2534,874
2566256	456,2534
2566257	2534,2427,825,87,1093
2566258	2534,145,183
2566259	2534,434,1097,172
2566260	2534,2650,1469,2466,4395
2566261	317,2534,2639
2566262	2534,1125,271,9
2566263	2534,1867
2566264	2534,28,317,90,154,36,2179,2487
2566265	2534,106
2566266	2534,366
2566267	2534,185,311,907,1150
2566268	2534,988,1949
2566269	2534,3906
2566270	336,2534
2566271	2534,803,190
2566272	2534,721
2566273	2534,1635
2566274	2534,439
2566275	2534,416,145,1025
2566276	2534,160,223,206,821,159
2566277	2534,529
2566278	2534,145
2566279	2534,190
2566280	2534,109
2566281	2534,190,1141
2566282	2534,2998,2027
2566283	2534,78,80
2566284	2534,32
2566285	2534,979
2566286	2534,271,1737
2566287	2534,818,442,1306,2122
2566288	2534,1586,1399,907
2566289	2534,1054
2566290	2534,771,2213,2568
2566291	2534,3702,1399
2566292	2534,3156,448
2566293	2534,366
2566294	823,2534,874
2566295	2534,1270
2566296	2534,2027
2566297	2534,4296,335
2566298	2534,144,2436
2566299	2534,1635,254
2566300	2534,907
2566301	2534,2003
2566302	2534,109,172,358,1306
2566303	2534,532
2566304	2534,3545
2566305	2534,4299
2566306	90,2534,2335
2566307	2534,95,160,334
2566308	2534,106
2566309	2534,112
2566310	2534,552,691
2566311	2534,160
2566312	2534,501
2566313	2534,1221
2566314	2534,144,190,611
2566315	2534,28
2566316	2534,1259,2024
2566317	2534,1173,172,916,1482
2566318	2534,1707
2566319	132,2534
2566320	2534,24
2566321	2534,302,1740,982
2566322	2534,2428,3050
2566323	2534,988,4147
2566324	2534,1885
2566325	2534,451,292,2568,499
2566326	2534,83,132,377,761,39,130,3153,281
2566327	2534,494
2566328	2805,2534,1325,190
2566329	2534,154
2566330	2534,2512,2664
2566331	170,2534,1008,456,270,1076
2566332	2534,1107
2566333	406,2534,1107
2566334	2534,934,270,2225,33
2566335	2534,3178,1356
2566336	2534,190
2566337	2534,721,401
2566338	2534,920,271,255
2566339	2534,88
2566340	159,2534
2566341	7,2534,109
2566342	2534,529
2566343	2534,710
2566344	2534,1141
2566345	2534,335
2566346	412,2534,36,345
2566347	2534,1812
2566348	2534,4003
2566349	2534,28
2566350	15,2534,9,109
2566351	2534,2107,1630
2566352	1821,2534
2566353	2534,48
2566354	2534,532
2566355	2534,190
2566356	2534,4
2566357	2534,439
2566358	1847,2534,1325,1727
2566359	2534,2418
2566360	2534,75
2566361	2534,1737
2566362	2534,650
2566363	2534,4035
2566364	2534,451,164,2678,117,938
2566365	2534,974
2566366	2534,1409,355
2566367	2534,144
2566368	2534,377
2566369	2534,2145
2566370	2534,60,2189
2566371	2534,144
2566372	2534,335
2566373	2534,583
2566374	2534,190
2566375	1228,1150
2566376	1228,34
2566377	1228,3253,1350,677,181,1093
2566378	1228,437,195
2566379	1228,585,206,2848,180,1312
2566380	1228,3881
2566381	1228,1841,93
2566382	1228,665,31,2093,36,33
2566383	1228,9
2566384	1228,170
2566385	1228,112
2566386	1228,1454
2566387	1228,1062
2566388	1228,2415
2566389	1228,97,2269,338,410,4
2566390	1228,1012,2677,3549
2566391	1228,1012
2566392	1228,313
2566393	1228,209,1068
2566394	2594,1228
2566395	1228,444,1290,661,1237
2566396	1228,417,2748
2566397	1228,31
2566398	1228,11,34,118
2566399	1228,1524
2566400	1228,44,33,1127,2184
2566401	1228,1744,789
2566402	1228,2
2566403	1228,465,1372
2566404	1228,2705,320,426,1740,718,3110
2566405	1228,1033,528
2566406	1228,383,338,4111
2566407	1228,1329,1206,300,2206
2566408	1228,2383,443,632
2566409	1228,9
2566410	1228,669,159
2566411	1228,260
2566412	1228,54,78,63,285,195,34
2566413	1228,388
2566414	1228,1887
2566415	1228,2240,448,1633,7,674,1150,3100
2566416	1228,41,409,3001,1213,1985
2566417	1228,270,78,2118
2566418	1228,151,152,2322
2566419	1228,1238
2566420	1228,1068
2566421	1228,34,118,274
2566422	1228,2263,3295
2566423	385,1228
2566424	1228,1176,860,2193,2717,1150
2566425	1228,555,145,195,1150
2566426	1228,3235
2566427	2221,320
2566428	2221,101
2566429	330,2221
2566430	227,887,2221,7,11,358,75,201,1263
2566431	330,2221,320
2566432	2221,1337,237,627
2566433	330,916,2221,2525
2566434	2221,546
2566435	2185,884,1939,320,2221,1139,367,2396
2566436	320,3073,2221,367,916,343
2566437	320,330,2221,1383,916
2566438	330,2221,916,53,2964
2566439	2221,335,439,161
2566440	330,2221,358
2566441	2221,1413
2566442	1483,2221,320
2566443	330,2221
2566444	2221,472,375
2566445	2221,500
2566446	2221,448,195
2566447	330,2221
2566448	330,2221,1939
2566449	2221,500
2566450	1576,330,2221,1383,3022,367
2566451	2221,1857
2566452	2221,4657
2566453	1939,320,330,2221,367,343
2566454	1936,2221,330
2566455	2221,1038
2566456	2221,4296
2566457	2221,3174
2566458	2221,1240
2566459	330,916,2221,101
2566460	2221,1939,320
2566461	320,330,2221,181,1760
2566462	2221,916
2566463	2221,367
2566464	2221,500
2566465	1939,320,2221,367,916
2566466	2221,1939
2566467	2221,4351
2566468	330,2221,320
2566469	2221,1939
2566470	2221,9,36
2566471	2221,655
2566472	2221,367
2566473	2221,1939,500
2566474	330,2221,402,1480
2566475	2221,2582,342
2566476	2221,1206
2566477	2150,52,180,2221,745,110
2566478	2745,217
2566479	133,152,2745
2566480	934,2745,294
2566481	2745,2748,2900
2566482	2586,2745
2566483	2745,1568
2566484	307,2745
2566485	262,56,801,592,2745,84,17,421
2566486	2745,2748
2566487	3790,2745,97,41
2566488	2745,97
2566489	2745,2748,2900
2566490	2745,38,240
2566491	233,1643,2745,260,325
2566492	2745,1409,53
2566493	56,216,390,218,2745,17,128,2591,2117
2566494	1824,84,133,2745
2566495	2454,3355,1786,2745,744,896
2566496	302,2745
2566497	2745,294
2566498	1132,2745
2566499	2745,2041
2566500	144,2745
2566501	238,1439,2745,272
2566502	2745,2748
2566503	2745,421
2566504	188,230,2745
2566505	307,801,2745,982
2566506	1563,2745,373,325,2171
2566507	2745,219
2566508	1009,2745,84,32,242
2566509	2745,688
2566510	67,2745,2027
2566511	172,2745,805
2566512	2745,233
2566513	307,2745,592
2566514	2745,3561,2579,718,19,176
2566515	2745,2748
2566516	2745,68
2566517	97,219,2745,84,19,1283,398
2566518	710,2745
2566519	107,2745
2566520	2745,717,1149
2566521	204,2745,1059
2566522	307,2745,592
2566523	2745,97
2566524	307,2745,592
2566525	1456,2745
2566526	2111,2745
2566527	409,2745,240,17,678,673
2566528	1215,2521,2745
2566529	15,179,387,2745
2566530	221,365,2745
2566531	2891,2745
2566532	133,2745,462,38,32
2566533	144,2745
2566534	67,2745
2566535	307,2745,254,14
2566536	60,2745
2566537	84,2745,398
2566538	307,2745
2566539	592,1563,2820,2745,369
2566540	67,2745
2566541	440,825,2745,421
2566542	1176,1563,3916,2745,41,1234,19,1182
2566543	32,2745,627
2566544	2745,1615
2566545	1723,568,2745,112,963
2566546	2745,2748
2566547	2745,294
2566548	307,2745
2566549	1009,2260,2745,67,242,499
2566550	1132,14,2745,440,46,128
2566551	2745,97
2566552	2745,377
2566553	3998,2745
2566554	2745,346
2566555	2745,97,1770
2566556	3230,2745
2566557	1439,2745
2566558	390,4504
2566559	2863,4504,467
2566560	4504,467
2566561	4504,624,505,176
2566562	4504,246
2566563	390,4504,299
2566564	390,4504,622,467
2566565	390,4504,609,467
2566566	390,4504
2566567	4504,68
2566568	3656,4504,467
2566569	4504,622,467
2566570	4504,467
2566571	4504,467
2566572	390,4504,467
2566573	390,4504
2566574	308,4504
2566575	467,4504,218,460,2513,539
2566576	4504,622,5
2566577	4504,377,53
2566578	390,4504,421
2566579	4504,467
2566580	451,14,467,4504,299,272,2523
2566581	4504,622
2566582	56,216,467,390,4504,622,246,17,2523
2566583	4504,467
2566584	4504,3053
2566585	1299,1173,36
2566586	1173,106
2566587	1173,32
2566588	1173,1363
2566589	307,1173
2566590	1173,265
2566591	447,1173,28
2566592	307,1173
2566593	1173,611
2566594	90,305,1173
2566595	1173,1885
2566596	1173,1125
2566597	1318,1173
2566598	972,1173
2566599	335,1173
2566600	154,1173
2566601	2437,1173
2566602	1173,532
2566603	1173,802
2566604	336,1173,144
2566605	1173,181
2566606	1173,1363,198
2566607	1173,556
2566608	1173,2390
2566609	1173,416,69
2566610	1173,825,246,17,192,93
2566611	1173,95
2566612	1173,254
2566613	1173,301,317,271,2325
2566614	1715,1173,1176,691
2566615	380,1173
2566616	1173,48,106,2199
2566617	345,1173
2566618	1812,1173,3340
2566619	56,1173
2566620	1671,305,1173
2566621	109,1173
2566622	1173,19
2566623	1173,305,556
2566624	1173,1123
2566625	2721,1173,443
2566626	1173,588,144,176
2566627	1173,106,69
2566628	1173,388
2566629	1964,1173
2566630	56,1173
2566631	1173,106
2566632	1173,93
2566633	154,1173
2566634	335,1173
2566635	1173,335,203
2566636	854,1173,755
2566637	2688,3692,1173,3186
2566638	1173,265,741,172
2566639	1173,321
2566640	1173,556,2179
2566641	1173,3738
2566642	1173,3700
2566643	1173,529
2566644	307,1173
2566645	1873,1173
2566646	1173,14
2566647	1173,1189
2566648	1173,144
2566649	1173,85,1033,3904,1052,1605
2566650	1243,1173
2566651	1173,3263
2566652	1173,106
2566653	179,1173
2566654	307,1173
2566655	1173,2373
2566656	1173,68
2566657	109,1173,31,69,106
2566658	1173,589
2566659	1173,109,803
2566660	1173,144,401
2566661	1173,1125,305,979,2179
2566662	1446,1173
2566663	1173,895,3159,1059,1418,1385,416
2566664	1173,69
2566665	1587,1173
2566666	305,1173
2566667	307,1173
2566668	307,1173
2566669	307,1173
2566670	307,1173
2566671	1173,358,964
2566672	1821,1173,803,416,106,589
2566673	413,1173
2566674	1173,918
2566675	1173,359,876
2566676	1173,106,1363
2566677	2474,1173
2566678	1173,1125,416,144,359,69,588
2566679	1173,301,144
2566680	317,1173
2566681	1173,710
2566682	3674,1173,1045
2566683	1173,1883,388
2566684	1173,199
2566685	90,1173,979,2179
2566686	1173,241
2566687	1173,69
2566688	1715,1173
2566689	458,1173
2566690	1173,588,416
2566691	1173,2774
2566692	265,1173,588
2566693	645,1173,185,2398,1318
2566694	67,1173,487
2566695	194,1173,90,3454
2566696	1173,338,69,176
2566697	1173,3144
2566698	1173,1011,1192,388,1895
2566699	1173,800,979
2566700	218,1173
2566701	265,1173,1125,755
2566702	1173,144,145,69
2566703	2193,1342,1173
2566704	1173,25
2566705	109,1173
2566706	2472,1173,3517
2566707	1173,106
2566708	1173,2774
2566709	1173,145
2566710	1173,36
2566711	1173,1125
2566712	1173,145,106
2566713	1173,2107,584,36
2566714	1173,31
2566715	1173,1027,546
2566716	359,1173,715,44
2566717	1173,28
2566718	515,1173
2566719	1173,305,556
2566720	359,1173,44
2566721	1173,101,281
2566722	1173,556,2179
2566723	1173,85,2631
2566724	1173,1636,2100
2566725	1604,227,1173,1487,1479,3623,2654,1247,2390
2566726	1173,3510,3243
2566727	317,1173,710
2566728	1173,696
2566729	1173,529,778,106
2566730	305,1173
2566731	1173,2856
2566732	3295,1173,778
2566733	1173,106,401
2566734	305,1173
2566735	305,1173,155,4354
2566736	1373,1173,709
2566737	1173,265
2566738	1173,416,144,1059
2566739	1173,1636
2566740	1990,1173
2566741	335,1173
2566742	1252,1173,2,1388
2566743	1173,69
2566744	1173,359,876
2566745	1173,3747
2566746	1173,101,224,161,1011,78,1342,251
2566747	335,1173
2566748	605,1173
2566749	109,1173,145
2566750	1173,176
2566751	1173,246,204
2566752	1737,1173
2566753	1173,31,239,1192,2519,1987
2566754	1173,63
2566755	1173,755
2566756	305,1173
2566757	1173,589
2566758	1173,2,150,206,343
2566759	1173,546,206
2566760	1173,145,106
2566761	1173,335,803,588
2566762	1173,1059,145,69,106
2566763	1173,600,1590,358
2566764	1173,401
2566765	1173,78,294
2566766	90,1173,1219,589
2566767	336,1173,3058,3243
2566768	1173,2639
2566769	1173,1363
2566770	1252,364,1173,1670,391,48
2566771	1173,1125
2566772	1173,1125
2566773	1173,1207
2566774	1173,1092
2566775	1173,803,101,335,69,1324
2566776	1173,588
2566777	1173,144
2566778	305,1173
2566779	1173,2183,1141
2566780	1173,109,1045
2566781	1173,69,1025
2566782	1173,755
2566783	1354,1173
2566784	305,1173
2566785	1173,755
2566786	1173,3263,612
2566787	307,1173
2566788	305,1173
2566789	1173,304,696
2566790	1173,335,416,588,106
2566791	1173,933
2566792	1173,505
2566793	972,1173
2566794	1173,3751
2566795	1173,650
2566796	1173,803
2566797	1173,5
2566798	1173,1123
2566799	1173,401,69
2566800	80,1173,667
2566801	1173,452
2566802	1173,550,406,124,2287
2566803	1173,106,198
2566804	1173,588,106
2566805	1173,416
2566806	1173,1045
2566807	1173,588
2566808	1173,981
2566809	67,1173
2566810	2437,1173,145
2566811	1173,728
2566812	515,1173,183,2523
2566813	1173,755,78,159,717,3260
2566814	1173,144
2566815	1173,97
2566816	1173,2100
2566817	1173,870
2566818	1173,39
2566819	479,1173,9
2566820	1173,191
2566821	1173,304,281
2566822	1173,3098
2566823	1173,1123
2566824	1173,755
2566825	1173,278
2566826	1173,69
2566827	1173,979,69
2566828	2082,1936,1173,1444,320,2659
2566829	684,1173
2566830	1173,401,25
2566831	1173,4021
2566832	1718,1173,414
2566833	1173,3747,740
2566834	1173,982
2566835	1173,1125,305,556,106
2566836	1173,78
2566837	684,1173
2566838	1173,145
2566839	1173,1125,265,176
2566840	1718,1173,740
2566841	1173,2179
2566842	1173,1219
2566843	1173,588,144,198
2566844	150,1173
2566845	1173,145,106
2566846	159,1173
2566847	1789,1173
2566848	1173,1233,2635
2566849	1173,588,106
2566850	335,1173
2566851	1173,1281,1220
2566852	1173,44,715,359,710
2566853	1173,305,223,1125
2566854	90,1173
2566855	1173,3314
2566856	109,1173,809
2566857	1173,2523,1141
2566858	1715,1173
2566859	1737,1173
2566860	1847,1173,1125,1363
2566861	1173,302,402
2566862	1173,2752
2566863	1173,3233
2566864	150,1173,144,691
2566865	336,1173
2566866	1173,1590,2100
2566867	1173,1125
2566868	1173,856
2566869	1173,507
2566870	1173,106
2566871	305,1173
2566872	1173,69
2566873	1173,208
2566874	1173,588,416
2566875	922,1173
2566876	1173,588,416
2566877	1173,144
2566878	1173,844
2566879	1251,1173,416,246,447,69,588
2566880	947,1173,3866
2566881	957,1173,755,355,321,1388
2566882	1173,3263
2566883	1173,401,3906
2566884	335,1173
2566885	1173,172
2566886	359,1173,44
2566887	1173,416,1965,556,1235,106
2566888	1173,591
2566889	1607,1173,2752
2566890	1650,708
2566891	888,3613,1650
2566892	3682,1650
2566893	803,2265,1650,1385
2566894	623,442,258,1650
2566895	4012,1650,406,2858
2566896	415,1650
2566897	2872,1650
2566898	177,1650
2566899	880,210,1650,1312,19
2566900	1490,1650
2566901	1767,1650
2566902	3494,1108,1650
2566903	1650,525
2566904	1196,1053,2699,2974,1650,4658
2566905	101,212,326,402,235,1650,1480
2566906	150,448,802,1650,34
2566907	34,118,1650
2566908	1490,168,499,1650
2566909	628,1650
2566910	448,1650
2566911	90,451,1650
2566912	177,1650
2566913	270,1650
2566914	107,1650
2566915	2,145,1650
2566916	969,1650
2566917	4100,292,4396
2566918	4396,14
2566919	1560,394,238,1157,372,809,4396,1492,1147
2566920	4396,344
2566921	2450,4396
2566922	4396,152,4426
2566923	2450,3006,4396
2566924	2913,4396
2566925	743,4396
2566926	4396,145
2566927	4396,144
2566928	4396,1996,478,325
2566929	4396,3716,1630
2566930	49,4396,279,216
2566931	1251,4396
2566932	132,4396,81
2566933	3404,748,3225,3202,1622,4396
2566934	591,442,4396
2566935	4396,292
2566936	4396,206
2566937	3216,1479,1157,366,1476,418,1141,4396,222
2566938	4396,3993
2566939	4396,2949
2566940	4396,152
2566941	4396,93
2566942	4396,2581
2566943	4396,4706
2566944	3216,3340,3530,3459,4396,1660
2566945	1209,478,4396,1660,2203
2566946	3545,4396
2566947	3473,3680
2566948	110,208,16,3680
2566949	2226,3680
2566950	313,4382,3680
2566951	418,3680
2566952	1193,3680
2566953	19,3680
2566954	1418,3680
2566955	3330,3680
2566956	3680,1141
2566957	1990,301,2229,3680
2566958	229,159,3680
2566959	652,3706,3944,4431,3680
2566960	935,418,855,1492,3680
2566961	1841,3680
2566962	282,3680
2566963	1213,3680
2566964	42,3173,3680
2566965	1213,3680
2566966	187,3680
2566967	42,2465,3347,3680
2566968	3680,898
2566969	154,1778,3680
2566970	2999,3680
2566971	623,3680
2566972	1026,3680
2566973	112,3680
2566974	602,3697,3680,1347
2566975	4013,3680
2566976	200,3680,862
2566977	90,1658,3680,649
2566978	69,3680
2566979	2578,392,3680
2566980	3341,3680
2566981	44,2305,3680
2566982	871,3680,1057
2566983	3680,200
2566984	109,3680
2566985	1424,4431
2566986	4431,641
2566987	718,1660,4431
2566988	4431,717
2566989	1655,4431
2566990	597,1641,4431
2566991	228,4431
2566992	31,1531,4431,8,2448
2566993	3873,4431
2566994	372,2548
2566995	270,2548
2566996	270,2548
2566997	479,2548
2566998	2548,575
2566999	307,2548
2567000	367,342,2548
2567001	2354,605,2548
2567002	2548,53
2567003	270,2548
2567004	479,2548
2567005	605,943,326,2548,439,311
2567006	479,2548
2567007	330,552,2548
2567008	223,2548
2567009	605,206,2548,311
2567010	562,2548
2567011	372,2548
2567012	270,2548
2567013	2410,2548
2567014	145,2548,274,1415
2567015	4076,713,2548
2567016	330,434,2548,487,589,1347
2567017	2548,1810
2567018	270,2548
2567019	80,2548,388
2567020	4,2548
2567021	943,2548
2567022	2548,851,318
2567023	1170,2548
2567024	2548,2943,789
2567025	270,2548
2567026	710,2548,963
2567027	2548,935
2567028	2548,281
2567029	825,2548,580,43,790,532,982
2567030	563,2548,2496
2567031	1818,2548
2567032	307,2548
2567033	270,2548
2567034	1750,2548,217,2973
2567035	270,2548
2567036	2578,2548
2567037	270,2548
2567038	270,2548
2567039	145,2548,1661,1517
2567040	588,2548
2567041	112,2548
2567042	2548,1670
2567043	605,2548
2567044	242,2548
2567045	270,2548
2567046	2548,1563
2567047	307,2548
2567048	619,2548
2567049	605,2548,2239
2567050	2548,1810
2567051	2548,161
2567052	778,2548,406,507,1755
2567053	227,28,277,24,2548,388,602,11,23,36,195,8,112
2567054	2354,2548
2567055	270,2548
2567056	1131,2548,472
2567057	1460,2548
2567058	4,369,2548,2575
2567059	943,2548
2567060	615,2548
2567061	376,9,2548
2567062	605,2383,2548
2567063	335,2548
2567064	374,2548,2286
2567065	1073,2548,2682
2567066	2548,1150
2567067	2548,86
2567068	563,2070,2548,635
2567069	2548,1467
2567070	714,4487
2567071	233,4487
2567072	3002,4487,853
2567073	2627,4487
2567074	76,4487
2567075	7,181
2567076	181,199
2567077	181,19
2567078	181,206,507
2567079	363,364,181
2567080	181,405
2567081	2958,2809,703,181,649
2567082	181,349,222
2567083	7,181,3556
2567084	181,778,763
2567085	181,28
2567086	605,181,439,270
2567087	8,212,181
2567088	2,181
2567089	181,562
2567090	181,574
2567091	148,181,237,650
2567092	7,218,181,90
2567093	270,181,237
2567094	181,237
2567095	181,1689,280
2567096	4149,181,124
2567097	2086,821,181
2567098	1464,181
2567099	120,270,687,181,237
2567100	181,574,280
2567101	3436,154,181
2567102	181,92
2567103	181,161,86
2567104	388,181,1586,799,1962
2567105	181,112
2567106	376,181,971,69
2567107	181,3108,636,881
2567108	4,190,181
2567109	181,265
2567110	142,442,68,849,181,112
2567111	1622,181,2662
2567112	181,2993
