	127,797
2483985	497,53
2483986	497,1032
2483987	943,497
2483988	497,14
2483989	1890,276,497,154,478
2483990	497,856
2483991	497,192
2483992	497,51
2483993	17,538,497
2483994	497,579
2483995	154,497
2483996	218,497,562
2483997	588,497
2483998	154,497,1032
2483999	497,1057
2484000	497,241
2484001	497,1377,51
2484002	451,761,497,39
2484003	497,2164
2484004	1454,497
2484005	273,497,439
2484006	628,85,497
2484007	279,497
2484008	132,497
2484009	273,497
2484010	139,160,218,464,497,25,17,53
2484011	497,728,154
2484012	223,497
2484013	497,318
2484014	369,497
2484015	497,464
2484016	154,497,53
2484017	154,497
2484018	497,216,176
2484019	134,217,497,1260
2484020	497,1032
2484021	14,1092,497,979,5
2484022	497,14
2484023	588,497
2484024	746,497,377
2484025	101,497
2484026	279,497,2041,154,2507
2484027	497,241
2484028	497,246
2484029	341,497
2484030	1125,497
2484031	568,451,85,497
2484032	497,856
2484033	95,497,14
2484034	688,497,575,176
2484035	154,1471,497
2484036	529,497
2484037	154,497
2484038	497,377
2484039	497,478
2484040	497,377
2484041	910,1609,497
2484042	1815,497,53
2484043	497,2199,1324
2484044	154,497,1032
2484045	103,497
2484046	497,511
2484047	605,497
2484048	497,177
2484049	497,106,1619
2484050	497,596
2484051	279,622,497,478,746
2484052	341,497
2484053	579,497,511
2484054	2223,497
2484055	2452,497
2484056	2557,95,497
2484057	174,3053,497,246
2484058	2555,588,497
2484059	17,497,763
2484060	279,497
2484061	1125,497
2484062	15,497
2484063	467,497,15,17,46,511,88,387,377
2484064	379,396,390,497,241,325,369
2484065	86,497,219,965
2484066	497,258
2484067	510,497
2484068	497,717
2484069	273,497,38,2525
2484070	934,497
2484071	208,497,388
2484072	154,497,93
2484073	1125,497
2484074	497,177,128
2484075	15,497
2484076	1054,17,497
2484077	502,95,497,771
2484078	497,106,69
2484079	676,497,1209,154,53
2484080	497,1209
2484081	154,223,497,53
2484082	497,38,176
2484083	56,497,272,241
2484084	497,398
2484085	482,2083,497
2484086	497,143
2484087	154,497
2484088	72,497,53
2484089	497,53
2484090	56,497
2484091	497,69
2484092	307,154,497,3287
2484093	497,69
2484094	1078,497
2484095	160,497,979,1096,4175,93
2484096	341,497
2484097	2086,497,14,1059
2484098	301,391,147,497,579,271,152,377
2484099	844,497,462,797,329,341,177,2096
2484100	335,292,497
2484101	497,397
2484102	154,497,377,25
2484103	154,497
2484104	497,1260
2484105	568,1125,497
2484106	378,497
2484107	2086,497
2484108	17,497
2484109	497,825,160
2484110	154,497,53,1830
2484111	497,241
2484112	825,497,87
2484113	341,497
2484114	451,216,497,53,628,88,51
2484115	14,497,53
2484116	1125,497
2484117	63,497
2484118	112,497
2484119	474,223,497
2484120	497,377
2484121	497,405
2484122	154,497
2484123	934,497,1032
2484124	2279,497
2484125	497,177
2484126	497,281,198,1141
2484127	154,497,53
2484128	109,106,497
2484129	497,377
2484130	152,497
2484131	369,497
2484132	17,934,497
2484133	497,1578
2484134	32,497
2484135	144,497,2590
2484136	95,208,497,14
2484137	1125,497
2484138	955,497,241,38,51
2484139	588,497,176
2484140	1677,934,497
2484141	154,497
2484142	154,497
2484143	60,497
2484144	628,497
2484145	588,497
2484146	363,497,3425
2484147	223,497
2484148	497,1428
2484149	326,497,206
2484150	95,497,377
2484151	219,497,965,673,41,502,72,51,176
2484152	844,497
2484153	688,497,575,176
2484154	497,696
2484155	838,54,497,790,258,93
2484156	497,5
2484157	497,516
2484158	326,497
2484159	488,497
2484160	497,3632
2484161	67,88,497
2484162	497,128
2484163	307,497,51
2484164	821,144,497
2484165	279,497
2484166	688,497,575,176
2484167	497,5
2484168	497,3380
2484169	497,28
2484170	497,728
2484171	221,497
2484172	154,710,497,856
2484173	90,154,497,1032
2484174	136,497,1144
2484175	279,497
2484176	761,497,246
2484177	252,497,460
2484178	112,497,1059
2484179	497,1324
2484180	154,497
2484181	497,491
2484182	1125,497
2484183	497,53
2484184	497,69
2484185	497,467
2484186	497,1209
2484187	588,497
2484188	1373,497,377,176
2484189	335,497
2484190	154,497
2484191	497,377
2484192	292,497,579
2484193	451,497,174
2484194	497,241
2484195	1397,109,497
2484196	742,14,95,497,15,273,5,377
2484197	223,497,505
2484198	497,1032
2484199	497,505
2484200	497,154,367,304,343
2484201	1377,497
2484202	387,497
2484203	187,497
2484204	302,497
2484205	497,106,241
2484206	497,1032
2484207	510,1207,497,53
2484208	129,497,1011
2484209	491,497,181,195,53,48
2484210	223,497
2484211	497,989
2484212	212,497
2484213	568,497
2484214	273,95,497,296
2484215	628,497,334
2484216	307,483,106,497
2484217	1873,497,3425
2484218	920,497,728,221,588
2484219	308,2081,497,60
2484220	2,1013,497,1222
2484221	497,577,19
2484222	154,497
2484223	825,497
2484224	497,39
2484225	497,717
2484226	497,14
2484227	307,497
2484228	1125,497
2484229	307,379,497,390
2484230	341,497
2484231	390,497,51,176
2484232	1758,223,497,14
2484233	497,76
2484234	801,497
2484235	497,2203
2484236	497,241
2484237	2752,497
2484238	1032,497,53
2484239	1125,497
2484240	497,5,168
2484241	497,1661
2484242	955,497
2484243	292,497
2484244	497,281
2484245	497,192
2484246	497,995,51,154
2484247	3622,955,497,462,377
2484248	688,497,575,176
2484249	688,497,575,176
2484250	497,285
2484251	497,558,2568,359,2487
2484252	497,160,856,241
2484253	14,497,93
2484254	269,497
2484255	497,217
2484256	955,497,624,1373,38,505
2484257	154,1334,497
2484258	972,497,377
2484259	676,497,579
2484260	588,497
2484261	32,497,93
2484262	154,497
2484263	88,825,497
2484264	174,279,497
2484265	497,1219
2484266	755,497,14,241
2484267	147,497
2484268	160,188,95,497,15,17
2484269	538,497
2484270	154,367,497,838
2484271	42,832,497
2484272	95,497
2484273	78,497
2484274	101,14,497,53,302,112
2484275	154,497,1286
2484276	48,497,1658
2484277	14,206,497,1032
2484278	1677,497
2484279	955,497
2484280	154,497
2484281	605,497,377
2484282	1125,497
2484283	390,497,377
2484284	154,497
2484285	497,124
2484286	1059,568,497,15,17,387
2484287	497,359
2484288	955,497
2484289	497,343
2484290	158,497
2484291	497,436
2484292	380,106,14,497
2484293	451,497
2484294	497,216
2484295	497,1125,95,965
2484296	224,1421,206,497,276,1150
2484297	628,497,177
2484298	497,2500
2484299	2086,497
2484300	497,596
2484301	154,497
2484302	628,497,1815,241
2484303	832,497,575,688,176
2484304	63,497,588
2484305	223,497
2484306	497,377
2484307	497,160
2484308	56,497
2484309	2534,497,1363,1711
2484310	154,497,1032
2484311	497,377
2484312	803,497
2484313	497,296
2484314	279,497,38,502,377
2484315	497,441
2484316	910,497
2484317	85,497
2484318	497,246
2484319	95,497
2484320	3283,497,53
2484321	497,377
2484322	605,497
2484323	154,497
2484324	497,14
2484325	307,497
2484326	154,497,1032
2484327	4280,497
2484328	497,281
2484329	154,497
2484330	228,497,128
2484331	497,592
2484332	1775,1125,497
2484333	497,106
2484334	538,2086,497,417,763,112,702,377
2484335	497,343
2484336	265,497
2484337	49,46,497,204
2484338	307,497
2484339	223,497,1718,154,3428,915,377
2484340	497,2179
2484341	307,497,15,539,88,51
2484342	308,497
2484343	497,53
2484344	497,87
2484345	497,979
2484346	95,497,717
2484347	54,497
2484348	154,497,53,3
2484349	766,1120,223,497,60,93
2484350	497,14
2484351	90,497
2484352	154,497
2484353	497,69
2484354	497,236
2484355	497,401
2484356	154,497
2484357	497,200
2484358	497,177
2484359	497,160,717
2484360	154,497,3287
2484361	497,53
2484362	83,497,1085
2484363	269,746,208,497
2484364	497,492
2484365	497,3648
2484366	154,497
2484367	497,405
2484368	497,195
2484369	497,1670
2484370	497,53
2484371	934,497,53
2484372	497,1106
2484373	279,497
2484374	14,103,497,979,53,377
2484375	15,497,4534
2484376	413,497
2484377	14,90,292,2043,81,497,30,146,143,177,93
2484378	390,152,497,825
2484379	273,497
2484380	154,497
2484381	154,497
2484382	223,497
2484383	279,497
2484384	308,83,497,25,154,539,53,1057
2484385	1300,497,25
2484386	497,241
2484387	109,497,69
2484388	279,497,441
2484389	136,497,53
2484390	539,497
2484391	538,497
2484392	221,154,497,195
2484393	497,140
2484394	307,710,4161,497
2484395	497,5
2484396	497,69
2484397	497,1658,53,124
2484398	308,88,46,497
2484399	1377,497,53
2484400	497,2180
2484401	497,856
2484402	44,292,497,436,143,53,377
2484403	307,497
2484404	330,497
2484405	305,821,497
2484406	497,160
2484407	4023,154,497
2484408	588,497
2484409	387,497
2484410	497,176
2484411	497,252,377
2484412	90,497,728
2484413	154,497
2484414	273,497,856,241
2484415	1125,497
2484416	223,497
2484417	341,497
2484418	15,497
2484419	688,497,575,176
2484420	95,497
2484421	291,832,497
2484422	688,497,575,176
2484423	688,497,575,176
2484424	716,497
2484425	154,497,241
2484426	497,4577
2484427	447,497,1219
2484428	154,497
2484429	497,296
2484430	90,17,497,628
2484431	154,497,1032
2484432	497,405
2484433	497,367,53,343,387,48
2484434	497,377
2484435	60,497
2484436	497,53
2484437	88,497
2484438	154,497,1032
2484439	497,14
2484440	497,195
2484441	497,377
2484442	497,241
2484443	1670,174,497,25,989,177
2484444	955,497
2484445	95,497,377,53
2484446	154,801,497
2484447	43,497
2484448	497,281
2484449	497,856
2484450	497,3614
2484451	746,497
2484452	2949,497
2484453	223,497
2484454	458,497
2484455	497,5
2484456	451,825,497,53,93
2484457	497,241
2484458	1125,619,497,154,588
2484459	413,1125,160,14,497,236,1054
2484460	400,497
2484461	278,497,402,286,16,125
2484462	90,212,87,497,107,19,51
2484463	497,401
2484464	218,497
2484465	154,497,325
2484466	109,451,497,144
2484467	154,497,14
2484468	2111,1397,588,497
2484469	103,497
2484470	154,538,497,1032
2484471	497,1392,53
2484472	49,497
2484473	307,497
2484474	388,1045,497,1040
2484475	273,497
2484476	934,497,377
2484477	497,14
2484478	497,1032
2484479	497,691
2484480	154,497,377
2484481	317,821,497
2484482	154,497
2484483	2086,497,377
2484484	497,36
2484485	568,154,934,497
2484486	497,246
2484487	497,439
2484488	154,497,38,779
2484489	107,497
2484490	72,497
2484491	154,497
2484492	497,93
2484493	538,497
2484494	497,377
2484495	1377,497
2484496	497,276
2484497	497,1032
2484498	2473,87,497,17,154,1060,125
2484499	307,928,497
2484500	2019,497
2484501	801,497
2484502	132,497,3
2484503	440,497
2484504	497,48,5,416
2484505	223,497
2484506	497,881
2484507	497,579
2484508	329,497
2484509	15,497,344,14
2484510	1377,497,588
2484511	497,377
2484512	132,2077,497
2484513	497,377
2484514	174,497
2484515	955,497,14
2484516	497,1032
2484517	95,497
2484518	308,174,497,60,88,252
2484519	223,497
2484520	279,497,236
2484521	497,241
2484522	154,497
2484523	154,497
2484524	60,497
2484525	732,378,497,76
2484526	95,497
2484527	4139,497
2484528	413,497
2484529	497,377
2484530	4347,109,14,2418,145,1930,246,497,635,144,208,1767,69,1432,106
2484531	497,1260
2484532	497,742
2484533	308,497
2484534	497,2180
2484535	154,497,53
2484536	1125,497
2484537	497,912,460
2484538	497,579
2484539	2522,655,497
2484540	1045,497
2484541	907,497
2484542	497,160
2484543	585,838,150,497,564,257,51
2484544	154,497
2484545	999,497,216,25
2484546	4106,109,497,401
2484547	497,1815
2484548	95,497
2484549	223,497
2484550	1320,497,388,69
2484551	1125,497,673
2484552	60,497
2484553	1405,497,14
2484554	48,497,377
2484555	497,460
2484556	497,128
2484557	400,497
2484558	497,2027,205
2484559	218,497,14
2484560	497,377
2484561	778,497
2484562	749,174,693,497,506
2484563	308,223,103,497,154,177,146,377
2484564	497,491
2484565	262,497
2484566	15,387,497,14
2484567	154,497
2484568	497,441
2484569	497,579
2484570	2086,497,69
2484571	497,377
2484572	369,497,856
2484573	1821,497,575,688,69,176
2484574	497,1040
2484575	497,588,51
2484576	497,377
2484577	164,497,286,1830,271,51
2484578	15,497
2484579	154,955,497,177
2484580	49,379,497,272
2484581	497,51,511
2484582	154,497,377
2484583	802,497
2484584	14,1226,497,1377,979
2484585	90,497,401
2484586	497,216,39
2484587	497,974
2484588	818,1405,497,359
2484589	888,324,54,78,497,235,1255
2484590	308,497,579,628,60,1057
2484591	413,223,497,1032
2484592	154,497
2484593	676,497
2484594	90,497,856
2484595	628,112,497
2484596	497,25
2484597	497,1812
2484598	154,497
2484599	307,223,955,497,825
2484600	49,838,497,60,379,51
2484601	369,497
2484602	273,497
2484603	497,195
2484604	497,241
2484605	2279,497
2484606	154,497,1032
2484607	605,497
2484608	154,497
2484609	497,36
2484610	688,497,575,176
2484611	150,42,1045,497
2484612	497,856
2484613	497,377
2484614	17,497
2484615	49,1377,497,272
2484616	413,497
2484617	217,497,53
2484618	15,497
2484619	154,497
2484620	497,1265
2484621	928,497,25,234,252
2484622	497,377
2484623	154,497
2484624	497,2164,359
2484625	624,497
2484626	158,78,497
2484627	955,497
2484628	174,497
2484629	497,979
2484630	802,1125,497,1382
2484631	801,497
2484632	101,497,1033,367,916,343,1257,1578
2484633	955,497
2484634	479,497
2484635	497,1662,160,296
2484636	223,95,497,222,53,628,377
2484637	497,558
2484638	497,1032
2484639	934,497
2484640	88,497
2484641	307,326,497,982
2484642	497,83
2484643	413,497,53
2484644	752,497,377,467
2484645	934,497
2484646	154,497
2484647	497,2379
2484648	497,525
2484649	17,497,87
2484650	154,497,3287
2484651	377,497,505
2484652	109,803,95,497,69
2484653	497,128
2484654	109,185,497,3168,1054
2484655	825,497
2484656	282,497
2484657	676,497,579
2484658	154,497
2484659	369,497,856
2484660	273,497
2484661	497,258
2484662	292,497,241
2484663	307,497,53
2484664	338,497
2484665	95,497
2484666	497,87
2484667	302,497
2484668	497,377
2484669	154,497
2484670	1125,497
2484671	955,497
2484672	497,204
2484673	1158,497
2484674	451,497,377
2484675	497,85,146
2484676	154,497
2484677	497,5
2484678	1222,497
2484679	1125,497
2484680	497,143
2484681	497,160
2484682	15,497
2484683	451,497
2484684	14,103,497,53,377
2484685	95,497,15,76,1949,1117
2484686	497,491
2484687	103,497
2484688	497,106,2487
2484689	497,5,200
2484690	497,1032
2484691	292,497,965
2484692	844,223,497,2710
2484693	234,85,497
2484694	307,497
2484695	390,369,497
2484696	821,497
2484697	154,497
2484698	154,497
2484699	154,497,53
2484700	144,497
2484701	67,19,497,1059
2484702	308,369,497,843
2484703	497,1032
2484704	1125,588,497,69
2484705	91,60,497,570
2484706	152,497
2484707	497,579
2484708	497,2405
2484709	497,216
2484710	154,497,1032
2484711	628,1125,497
2484712	563,510,497
2484713	223,265,497
2484714	497,53
2484715	483,1377,497
2484716	91,174,279,497
2484717	588,497
2484718	160,296,568,497,628,510
2484719	279,497
2484720	2086,497
2484721	187,497
2484722	497,377
2484723	497,2235,276
2484724	497,160,599,192
2484725	538,497
2484726	497,53
2484727	230,497,240
2484728	907,292,497,377
2484729	497,377
2484730	568,451,497
2484731	341,662,497
2484732	497,246
2484733	955,497
2484734	676,497,5,507
2484735	279,497,575,241,790,258,260,2379
2484736	335,497,401,69
2484737	1125,497
2484738	154,497
2484739	497,478,856
2484740	56,497
2484741	497,285,281
2484742	3061,212,2216,497,53
2484743	154,497,272
2484744	688,497,575,176
2484745	1397,497,14,25
2484746	497,717
2484747	154,88,497
2484748	17,88,497,505
2484749	497,491
2484750	688,497,575,176
2484751	497,14,856
2484752	387,497
2484753	451,497,596,2915,855,746,506
2484754	497,53
2484755	497,377,838
2484756	451,928,497
2484757	154,4617,497,1032
2484758	1377,497
2484759	1885,497,377
2484760	497,19,177,53
2484761	588,497
2484762	269,413,174,497,642,154,234
2484763	234,497,241
2484764	497,377
2484765	144,497
2484766	273,497
2484767	497,2948
2484768	497,14
2484769	15,154,539,497
2484770	134,497,241,181,321,285,436,41,1751
2484771	497,491
2484772	497,1032
2484773	15,3321,497
2484774	628,1377,497
2484775	1397,497,25
2484776	510,497
2484777	497,838
2484778	1170,497,532,3
2484779	294,497,87,440,53
2484780	1257,497
2484781	646,497,752
2484782	497,3
2484783	497,2410,241
2484784	90,497
2484785	304,497,742,3
2484786	159,655,31,497
2484787	1454,497,76
2484788	497,53
2484789	95,497,93,1265
2484790	17,56,497,246
2484791	497,252
2484792	497,276,241
2484793	387,497
2484794	497,377
2484795	387,497
2484796	497,761,51
2484797	341,17,1158,497
2484798	497,377
2484799	497,1217,806
2484800	387,497
2484801	497,979
2484802	497,963
2484803	497,1125,106
2484804	2555,497
2484805	159,80,497
2484806	307,497,128
2484807	17,497
2484808	497,1670
2484809	451,497
2484810	154,1170,497,377
2484811	1125,497,460,915,5
2484812	1100,497
2484813	5,497,160,628
2484814	95,497,176
2484815	825,497
2484816	666,497
2484817	307,497
2484818	497,246,1283,252,177
2484819	282,497
2484820	497,851,3
2484821	766,223,497,436,4044,93
2484822	160,497,241,154,4382
2484823	497,2242
2484824	279,497
2484825	292,497
2484826	2054,497
2484827	223,497,963
2484828	497,1301
2484829	497,819
2484830	497,377
2484831	154,538,497
2484832	497,1209
2484833	154,497
2484834	497,285
2484835	103,292,497
2484836	1156,497
2484837	497,2631,1949
2484838	497,377
2484839	497,377
2484840	413,497
2484841	390,497,491
2484842	497,642
2484843	382,497
2484844	307,497
2484845	497,491
2484846	497,53
2484847	497,377
2484848	497,979
2484849	2817,497
2484850	497,1465
2484851	154,497,14
2484852	497,241
2484853	1256,497
2484854	154,497
2484855	377,497,177
2484856	497,53
2484857	107,497
2484858	666,497
2484859	341,497,53
2484860	497,93
2484861	497,282,51
2484862	307,497
2484863	643,497,910,2180,2579
2484864	234,497,525
2484865	154,497
2484866	568,174,497,377
2484867	497,856,596
2484868	497,160
2484869	497,511,1057
2484870	335,497
2484871	497,53
2484872	14,497,128
2484873	497,1032
2484874	497,856
2484875	497,918
2484876	223,103,497,125,5
2484877	228,14,497,53
2484878	273,497
2484879	228,497
2484880	497,979,154,14
2484881	910,497,1766
2484882	101,755,103,497,367,273
2484883	497,439
2484884	15,221,497
2484885	154,934,497
2484886	1421,78,497,440,16,53
2484887	497,856
2484888	341,497,460
2484889	497,1057
2484890	497,2555,1324,1949
2484891	497,177,246
2484892	144,497
2484893	154,292,497,717
2484894	1981,95,497,15,369
2484895	497,516
2484896	497,3618
2484897	451,497
2484898	821,497
2484899	1233,95,497,46,228,379,273,377
2484900	174,497
2484901	497,25
2484902	588,497
2484903	955,497
2484904	497,246
2484905	305,497
2484906	497,856
2484907	390,497,53
2484908	693,497
2484909	497,467
2484910	218,497,856
2484911	497,93
2484912	497,1260
2484913	15,497
2484914	497,106
2484915	497,140
2484916	279,497
2484917	1125,273,497,856
2484918	1397,497
2484919	497,32,2179,588
2484920	497,53
2484921	154,497
2484922	2235,497
2484923	46,497
2484924	451,510,17,497
2484925	109,1123,497,53
2484926	497,764
2484927	497,2178
2484928	451,497
2484929	538,497
2484930	497,467
2484931	418,497,531,296
2484932	766,497,53
2484933	379,390,497,369,93
2484934	307,497
2484935	221,620,497
2484936	95,497,292,14
2484937	257,497,38,41,32
2484938	497,851,1127
2484939	279,497
2484940	497,176
2484941	497,39
2484942	1125,497
2484943	497,1032
2484944	497,1210
2484945	154,497
2484946	324,497
2484947	112,497
2484948	497,2353
2484949	1715,497
2484950	497,177,14
2484951	154,497
2484952	221,497,5,856
2484953	223,497
2484954	154,497
2484955	497,51
2484956	568,497
2484957	497,377
2484958	497,38
2484959	101,497,439,367,343,1257
2484960	292,497,752
2484961	112,497
2484962	43,497,177
2484963	451,5,497,2856
2484964	497,56,728,241
2484965	497,460,140
2484966	337,462,497,1546
2484967	46,497
2484968	497,217
2484969	154,497,1032
2484970	497,241
2484971	95,934,497
2484972	60,497
2484973	497,39
2484974	1999,497,2019,599,2863
2484975	48,497
2484976	195,539,497,53
2484977	497,246
2484978	497,1226,5,53
2484979	821,326,497
2484980	1125,296,657,307,497,862,3327,982
2484981	497,856,511,128,176
2484982	63,497
2484983	497,88,539,955
2484984	154,497
2484985	194,154,1125,497
2484986	605,497
2484987	497,185
2484988	497,491
2484989	497,69
2484990	497,69,2999,416,106
2484991	154,497
2484992	221,279,497
2484993	497,1830
2484994	1032,752,646,497,154
2484995	154,497
2484996	154,497
2484997	1657,497,111
2484998	204,497,240,154,152
2484999	497,1032
2485000	497,506
2485001	1373,497
2485002	132,2802,497,843
2485003	497,195
2485004	305,497
2485005	497,1032
2485006	497,3402
2485007	497,145,69
2485008	497,2523
2485009	497,160
2485010	307,497
2485011	93,497,1447
2485012	497,505
2485013	491,379,390,497,369
2485014	1022,497,53
2485015	14,307,390,497,154,53,93
2485016	752,95,460,497,1377
2485017	504,497
2485018	144,497
2485019	497,296
2485020	379,497
2485021	17,491,6,497
2485022	154,497
2485023	497,8
2485024	497,176
2485025	778,497
2485026	15,451,928,497
2485027	377,497,505,2631
2485028	279,497,15,152,505,176
2485029	451,497
2485030	234,497,14
2485031	497,53
2485032	497,53
2485033	1217,497,1670
2485034	413,497
2485035	154,497
2485036	369,95,497,377
2485037	688,497,575,176
2485038	154,497
2485039	922,279,497,377
2485040	14,832,497,154,143,53,51
2485041	497,1057
2485042	497,491
2485043	451,497,53
2485044	170,497
2485045	17,497
2485046	497,491
2485047	2086,497
2485048	497,160,154
2485049	88,497
2485050	497,216
2485051	497,240
2485052	497,53
2485053	15,497,51
2485054	588,497
2485055	497,241
2485056	154,497,143
2485057	154,497
2485058	676,497,379,48,51
2485059	159,497,53
2485060	103,497
2485061	42,95,832,497
2485062	676,752,467,174,497,154,258,511,53,72
2485063	497,14
2485064	497,38,467
2485065	655,497,159,154,229,124
2485066	1373,497,955,2388
2485067	154,497,599
2485068	581,497
2485069	497,505
2485070	497,491
2485071	497,467
2485072	154,497
2485073	497,1612
2485074	497,1032
2485075	955,497,511
2485076	7,14,497,195
2485077	14,497,145,311,5
2485078	7,497
2485079	497,53
2485080	17,497,143,579
2485081	154,497
2485082	497,38
2485083	208,497,377
2485084	497,377,511
2485085	497,1032
2485086	212,497,44,14
2485087	1822,497,177
2485088	497,325
2485089	307,497,53,982
2485090	49,497,856,241
2485091	497,965
2485092	628,1125,497,1032
2485093	497,726
2485094	797,497,467
2485095	416,497
2485096	265,497,717
2485097	88,497
2485098	307,943,497
2485099	273,497
2485100	630,497,53
2485101	154,497,60
2485102	497,505
2485103	154,497,1032
2485104	17,728,497,176
2485105	497,1032
2485106	179,440,497,53
2485107	497,511
2485108	154,497,53
2485109	17,497
2485110	1125,497,696
2485111	305,103,497,154,377
2485112	292,497,93
2485113	497,160
2485114	497,742
2485115	159,437,497,492
2485116	60,497
2485117	1125,920,497,628,234
2485118	497,51,53
2485119	416,497,145,588,106,176
2485120	144,497,69
2485121	223,497
2485122	497,241
2485123	15,497
2485124	497,15,38,876,938
2485125	42,497
2485126	497,241
2485127	497,511,318
2485128	497,377
2485129	3622,497,377,53
2485130	497,276,856
2485131	2888,154,497
2485132	174,497
2485133	2,497
2485134	716,362,377,147,497,1154,628,281
2485135	497,53
2485136	497,589
2485137	497,53
2485138	568,1125,710,497
2485139	304,497
2485140	497,87
2485141	414,497,995,258,192,5,612
2485142	497,176
2485143	308,497,76,60
2485144	223,497
2485145	497,241
2485146	78,497
2485147	154,497
2485148	497,106
2485149	497,14
2485150	628,208,497
2485151	560,497
2485152	103,497
2485153	308,497,359
2485154	497,377
2485155	43,497
2485156	279,497,241
2485157	292,497,217
2485158	152,497
2485159	95,497,965
2485160	497,592
2485161	497,599
2485162	78,497
2485163	497,1210
2485164	307,497,592
2485165	17,497
2485166	301,497
2485167	497,589
2485168	497,51,421
2485169	497,1057
2485170	305,497
2485171	223,497,505,93
2485172	7,497
2485173	497,548,955,375
2485174	2235,497
2485175	497,377,579
2485176	462,497
2485177	1176,1445,497,1991,696
2485178	497,728
2485179	497,1032
2485180	174,497,856
2485181	497,460,764
2485182	154,497
2485183	462,497,810
2485184	497,281
2485185	497,48,460,14
2485186	208,497
2485187	219,497,81,154,146
2485188	154,1170,497
2485189	497,48,285
2485190	46,497,272
2485191	497,53
2485192	497,8
2485193	605,497
2485194	270,497
2485195	9,497,68
2485196	56,803,497
2485197	907,497
2485198	107,497,87
2485199	497,145
2485200	88,497
2485201	279,497,241
2485202	497,377
2485203	221,497
2485204	391,497
2485205	497,377,3495
2485206	279,497
2485207	497,979
2485208	63,497
2485209	154,497
2485210	2086,497,2403
2485211	85,497,1418
2485212	497,241
2485213	497,845
2485214	643,497
2485215	194,2557,497
2485216	497,439
2485217	2555,497
2485218	154,497
2485219	2279,497
2485220	223,292,497,377
2485221	497,106
2485222	662,497
2485223	497,575,688
2485224	90,154,497
2485225	497,491
2485226	216,14,3043,147,497
2485227	2102,497
2485228	154,497,377
2485229	497,53
2485230	497,1075
2485231	85,44,441,955,497,81,217,1373,107,146,192,53,177
2485232	14,497,516,221,839
2485233	497,856,176
2485234	934,497
2485235	539,497
2485236	497,177
2485237	154,497
2485238	1377,497
2485239	230,497
2485240	619,497
2485241	223,497
2485242	497,377
2485243	154,497
2485244	497,160,359,611
2485245	1055,497
2485246	497,5
2485247	1063,497,241,38,176
2485248	154,497
2485249	497,1149,1096
2485250	234,497
2485251	95,497
2485252	72,497,377,491
2485253	497,377
2485254	101,497,44
2485255	497,377
2485256	497,2631
2485257	90,497,742
2485258	497,771,965,1286,377
2485259	50,497
2485260	497,25
2485261	223,497
2485262	560,497
2485263	341,497,676,1057
2485264	2086,292,497
2485265	154,497
2485266	147,497,5
2485267	688,497,575,176
2485268	497,1059
2485269	497,69
2485270	307,497
2485271	497,145
2485272	292,497
2485273	497,154,979,1767,341
2485274	218,497,1219
2485275	497,14
2485276	497,78,160
2485277	90,497,228
2485278	497,377
2485279	391,208,497
2485280	451,497,154
2485281	154,497
2485282	380,497,696
2485283	279,95,497
2485284	46,497,216,192
2485285	282,497
2485286	497,1032
2485287	154,326,497
2485288	308,262,497,246,60
2485289	497,53
2485290	154,223,497
2485291	510,497,254,53
2485292	497,14
2485293	1405,497
2485294	920,497
2485295	588,497
2485296	154,539,497
2485297	497,377
2485298	152,497
2485299	2628,497
2485300	85,655,497,400,273
2485301	497,742
2485302	844,497
2485303	801,294,307,497,440,421,38,1057
2485304	497,93,236
2485305	413,928,497
2485306	154,497
2485307	91,497,3,511,176
2485308	103,497
2485309	279,497,856,241,154,53,93
2485310	154,497
2485311	497,76,14,176
2485312	497,223,51
2485313	497,216
2485314	101,14,497,402,367,916,343
2485315	154,4492,497
2485316	497,1670
2485317	497,144,106,856
2485318	2235,497
2485319	497,145
2485320	1054,30,497
2485321	154,497,2999
2485322	955,497
2485323	179,710,497
2485324	546,497
2485325	139,112,497,3
2485326	1125,497
2485327	307,223,497
2485328	2949,497
2485329	761,497,25
2485330	154,497
2485331	95,497
2485332	1032,292,497,3287,154
2485333	497,142
2485334	3327,763,497,296
2485335	341,497,33
2485336	497,377
2485337	279,497
2485338	497,260
2485339	14,497,272,379,2388
2485340	497,53
2485341	3234,497
2485342	49,497,152,32,436,48,222
2485343	154,497,1032
2485344	710,497,377
2485345	688,497,575,176
2485346	308,497,377,60
2485347	103,497,462,337,72,612
2485348	154,497
2485349	1598,497,216
2485350	154,497
2485351	497,53
2485352	497,1209,176
2485353	221,279,497
2485354	497,51
2485355	497,281
2485356	2863,338,497
2485357	382,497
2485358	1125,497
2485359	154,497
2485360	497,377,1260
2485361	497,1032
2485362	451,497,611
2485363	1125,497
2485364	497,279,145,106
2485365	1125,497
2485366	955,497
2485367	491,204,497,1377,680,112,48
2485368	497,491
2485369	1671,497,68
2485370	497,2458
2485371	307,497,176
2485372	451,497
2485373	1890,497,460
2485374	766,801,749,4040,87,497,440,88,499
2485375	3368,666,497
2485376	154,497
2485377	143,497,44
2485378	49,390,497,246,856,25,241,511,72
2485379	307,497,377
2485380	716,497,17,8,1141
2485381	158,497
2485382	934,497
2485383	223,292,497,93
2485384	154,497
2485385	497,5,343
2485386	497,281
2485387	497,5
2485388	341,337,497,53
2485389	721,497,2330
2485390	307,624,497,2043,505
